category,word_english,typical_M_older,typical_SD_older,familiar_M_older,familiar_SD_older,unknown_percent_older,frequency_M_older,frequency_SD_older,visual_complex_M_older,visual_complex_SD_older,imagine_M_older,imagine_SD_older,aoa_M_older,aoa_SD_older,,typical_M_younger,typical_SD_younger,familiar_M_younger,familiar_SD_younger,unknown_percent_younger,frequency_M_younger,frequency_SD_younger,visual_complex_M_younger,visual_complex_SD_younger,imagine_M_younger,imagine_SD_younger,aoa_M_younger,aoa_SD_younger,,,
Clothes,slacks,6.389 ,(0.998),6.426 ,(0.903),0.000 ,6.056 ,(1.220),3.130 ,(1.649),6.667 ,(0.644),5.926 ,(1.503),,4.792 ,(1.984),4.868 ,(1.830),0.000 ,4.340 ,(2.121),2.585 ,(1.292),5.604 ,(1.459),4.830 ,(1.578),,,
Clothes,slip,5.377 ,(1.690),5.472 ,(1.728),0.000 ,4.585 ,(2.143),2.679 ,(1.397),6.057 ,(1.365),5.208 ,(1.725),,4.170 ,(1.646),4.542 ,(1.935),9.434 ,3.354 ,(1.707),2.340 ,(1.166),5.404 ,(1.439),4.583 ,(1.471),,,
Clothes,slipper,5.923 ,(1.519),6.698 ,(0.749),0.000 ,6.585 ,(0.842),3.226 ,(1.694),6.717 ,(0.601),2.673 ,(1.232),,4.509 ,(1.977),6.132 ,(1.241),0.000 ,5.585 ,(1.681),2.717 ,(1.306),6.509 ,(0.846),2.434 ,(0.951),,,
Clothes,smock,4.148 ,(1.664),4.519 ,(1.713),0.000 ,2.852 ,(1.265),2.944 ,(1.309),5.907 ,(1.457),5.389 ,(1.664),,3.178 ,(1.825),3.556 ,(1.865),15.094 ,2.356 ,(1.264),2.386 ,(1.146),4.667 ,(1.857),5.311 ,(1.411),,,
Clothes,sock,6.520 ,(0.995),6.680 ,(0.713),0.000 ,6.600 ,(0.948),2.700 ,(1.876),6.760 ,(0.625),2.220 ,(1.266),,6.377 ,(0.882),6.717 ,(0.744),0.000 ,6.792 ,(0.532),1.925 ,(1.269),6.830 ,(0.545),1.692 ,(0.729),,,
Clothes,stiletto,3.560 ,(2.101),4.560 ,(1.960),7.407 ,2.880 ,(1.757),2.571 ,(1.354),5.940 ,(1.621),6.837 ,(0.514),,3.462 ,(1.841),4.904 ,(1.390),1.887 ,3.731 ,(1.443),2.904 ,(1.159),5.765 ,(1.320),4.712 ,(1.446),,,
Clothes,stocking,6.491 ,(0.891),6.660 ,(0.807),0.000 ,5.887 ,(1.577),2.792 ,(1.714),6.827 ,(0.382),2.962 ,(1.414),,4.642 ,(1.809),5.245 ,(1.651),0.000 ,4.453 ,(1.897),2.321 ,(1.411),5.943 ,(1.336),3.981 ,(1.461),,,
Clothes,suit,6.774 ,(0.609),6.792 ,(0.567),0.000 ,6.189 ,(1.241),4.340 ,(1.901),6.679 ,(0.728),4.321 ,(1.661),,6.245 ,(1.054),6.094 ,(1.213),0.000 ,5.679 ,(1.298),3.491 ,(1.476),6.462 ,(0.896),3.415 ,(1.151),,,
Clothes,suspender,4.038 ,(1.931),5.057 ,(1.844),0.000 ,3.019 ,(1.803),3.077 ,(1.440),5.981 ,(1.474),4.755 ,(1.675),,3.340 ,(1.829),4.434 ,(1.835),0.000 ,3.075 ,(1.708),2.943 ,(1.336),5.340 ,(1.568),5.604 ,(1.378),,,
Clothes,sweatband,3.942 ,(1.819),4.451 ,(1.616),1.923 ,2.942 ,(1.392),2.135 ,(1.521),6.038 ,(1.298),6.808 ,(0.817),,2.736 ,(1.571),4.868 ,(1.687),0.000 ,2.811 ,(1.429),1.698 ,(1.011),6.038 ,(1.240),3.830 ,(1.156),,,
Clothes,sweater,6.648 ,(0.781),6.630 ,(0.875),0.000 ,6.481 ,(0.947),3.241 ,(1.922),6.500 ,(0.966),5.000 ,(1.671),,6.509 ,(0.891),6.538 ,(0.874),0.000 ,6.538 ,(0.851),2.750 ,(1.440),6.481 ,(1.019),2.596 ,(1.107),,,
Clothes,sweatshirt,6.148 ,(1.188),5.852 ,(1.446),0.000 ,5.426 ,(1.573),2.660 ,(1.413),6.278 ,(1.036),6.944 ,(0.302),,6.566 ,(0.844),6.396 ,(1.025),0.000 ,6.321 ,(1.088),2.415 ,(1.420),6.654 ,(0.814),2.865 ,(1.010),,,
Clothes,swimsuit,5.396 ,(1.702),6.170 ,(1.205),0.000 ,5.094 ,(1.713),3.132 ,(1.606),6.604 ,(0.840),3.377 ,(1.444),,4.358 ,(1.932),6.000 ,(1.209),0.000 ,5.245 ,(1.731),2.453 ,(1.218),6.396 ,(1.062),2.358 ,(0.879),,,
Clothes,t shirt,6.426 ,(1.002),6.426 ,(0.944),0.000 ,5.907 ,(1.350),2.796 ,(1.534),6.481 ,(1.077),6.778 ,(0.793),,6.885 ,(0.379),6.769 ,(0.703),0.000 ,6.827 ,(0.474),2.096 ,(1.287),6.615 ,(1.051),2.019 ,(0.852),,,
Clothes,tank top,4.714 ,(1.744),4.796 ,(1.645),9.259 ,3.224 ,(1.295),2.583 ,(1.569),5.875 ,(1.424),6.857 ,(0.540),,4.566 ,(1.635),5.302 ,(1.381),0.000 ,4.019 ,(1.704),2.577 ,(1.109),5.925 ,(0.958),4.365 ,(1.415),,,
Clothes,tie,6.212 ,(1.258),6.712 ,(0.667),0.000 ,6.423 ,(0.977),2.863 ,(1.919),6.596 ,(0.975),3.288 ,(1.226),,5.434 ,(1.421),6.245 ,(1.142),0.000 ,5.925 ,(1.371),2.075 ,(1.207),6.472 ,(0.992),2.830 ,(0.955),,,
Clothes,tights,6.451 ,(0.945),6.255 ,(1.262),0.000 ,6.216 ,(1.376),3.118 ,(1.818),6.520 ,(0.953),6.922 ,(0.560),,5.226 ,(1.382),5.849 ,(1.378),0.000 ,5.774 ,(1.382),2.151 ,(1.321),6.415 ,(1.082),3.019 ,(1.308),,,
Clothes,track suit,5.944 ,(1.250),6.019 ,(1.353),0.000 ,5.315 ,(1.646),3.185 ,(1.518),6.407 ,(1.000),6.889 ,(0.462),,5.830 ,(1.252),5.962 ,(1.126),0.000 ,5.340 ,(1.372),3.077 ,(1.545),6.365 ,(1.048),3.173 ,(1.043),,,
Clothes,trainer,5.611 ,(1.753),5.736 ,(1.496),0.000 ,5.500 ,(1.634),3.463 ,(1.463),6.426 ,(1.039),6.963 ,(0.191),,4.755 ,(1.911),6.321 ,(1.034),0.000 ,6.472 ,(0.799),3.679 ,(1.384),6.717 ,(0.601),2.811 ,(0.856),,,
Clothes,trench coat,5.481 ,(1.424),5.796 ,(1.279),0.000 ,3.926 ,(1.831),3.623 ,(1.509),6.352 ,(1.031),4.833 ,(1.611),,4.827 ,(1.556),4.962 ,(1.596),1.887 ,3.923 ,(1.679),2.981 ,(1.075),5.635 ,(1.284),4.769 ,(1.477),,,
Clothes,trousers,6.926 ,(0.264),6.870 ,(0.516),0.000 ,6.889 ,(0.317),3.296 ,(1.755),6.815 ,(0.479),2.778 ,(1.327),,6.906 ,(0.295),6.830 ,(0.727),0.000 ,6.906 ,(0.450),2.453 ,(1.309),6.755 ,(0.585),1.943 ,(0.886),,,
Clothes,trunks,5.623 ,(1.417),5.849 ,(1.350),0.000 ,4.577 ,(1.954),2.811 ,(1.455),6.358 ,(1.002),5.113 ,(1.706),,4.019 ,(1.803),5.377 ,(1.484),0.000 ,4.075 ,(1.697),2.170 ,(1.014),5.943 ,(1.134),2.906 ,(1.097),,,
Clothes,tuxedo,4.148 ,(1.816),4.352 ,(1.855),0.000 ,2.833 ,(1.424),3.463 ,(1.622),6.167 ,(1.060),6.759 ,(0.699),,4.208 ,(1.780),4.868 ,(1.582),0.000 ,3.491 ,(1.325),3.717 ,(1.306),5.774 ,(1.310),4.962 ,(1.358),,,
Clothes,underskirt,5.833 ,(1.314),5.722 ,(1.559),0.000 ,5.148 ,(1.927),2.685 ,(1.600),6.167 ,(1.356),4.889 ,(1.890),,4.151 ,(1.945),4.585 ,(1.886),0.000 ,3.377 ,(1.789),2.340 ,(1.073),5.283 ,(1.736),4.019 ,(1.407),,,
Clothes,vest,5.943 ,(1.406),6.264 ,(1.041),0.000 ,5.528 ,(1.761),2.623 ,(1.584),6.509 ,(0.933),2.547 ,(1.186),,5.377 ,(1.244),5.679 ,(1.438),0.000 ,4.547 ,(1.835),2.170 ,(1.156),6.170 ,(1.156),2.038 ,(0.919),,,
Clothes,waistcoat,5.596 ,(1.361),5.885 ,(1.381),0.000 ,4.481 ,(1.732),3.240 ,(1.533),6.250 ,(1.297),4.288 ,(1.741),,4.925 ,(1.426),5.453 ,(1.309),0.000 ,4.019 ,(1.394),2.830 ,(1.033),6.113 ,(0.993),3.750 ,(1.007),,,
Clothes,wellington boot,5.491 ,(1.750),6.245 ,(1.142),0.000 ,4.833 ,(1.871),2.685 ,(1.588),6.642 ,(0.982),2.944 ,(1.280),,4.250 ,(1.814),6.000 ,(1.221),0.000 ,3.942 ,(1.673),2.250 ,(1.297),6.596 ,(0.664),1.981 ,(0.874),,,
Clothes,y-fronts,6.057 ,(1.336),5.887 ,(1.325),1.852 ,5.113 ,(1.948),3.135 ,(1.669),6.302 ,(1.085),6.736 ,(0.655),,5.173 ,(1.605),5.558 ,(1.420),0.000 ,4.038 ,(1.825),2.538 ,(1.393),6.346 ,(1.046),3.481 ,(1.213),,,
Cutlery,fork,6.943 ,(0.233),6.849 ,(0.496),0.000 ,6.925 ,(0.267),3.094 ,(1.863),6.885 ,(0.471),2.481 ,(1.038),,6.962 ,(0.192),6.849 ,(0.632),0.000 ,6.962 ,(0.192),2.302 ,(1.170),6.827 ,(0.585),1.849 ,(0.818),,,
Cutlery,knife,6.885 ,(0.379),6.827 ,(0.430),0.000 ,6.865 ,(0.345),2.923 ,(1.908),6.808 ,(0.487),2.549 ,(1.137),,6.925 ,(0.331),6.868 ,(0.482),0.000 ,6.943 ,(0.233),1.962 ,(1.208),6.736 ,(0.984),1.925 ,(0.917),,,
Cutlery,spoon,6.698 ,(1.049),6.849 ,(0.456),0.000 ,6.792 ,(0.817),2.736 ,(1.767),6.906 ,(0.295),1.981 ,(1.248),,6.868 ,(0.342),6.811 ,(0.652),0.000 ,6.943 ,(0.305),1.830 ,(1.312),6.774 ,(0.891),1.547 ,(0.695),,,
Furniture,armchair,6.827 ,(0.474),6.827 ,(0.474),0.000 ,6.904 ,(0.298),3.731 ,(1.761),6.804 ,(0.448),3.192 ,(1.387),,6.774 ,(0.505),6.623 ,(0.925),0.000 ,6.509 ,(1.012),3.057 ,(1.406),6.755 ,(0.617),2.528 ,(0.973),,,
Furniture,bath,5.593 ,(1.721),6.704 ,(0.690),0.000 ,6.796 ,(0.451),3.019 ,(1.764),6.736 ,(0.625),2.500 ,(1.575),,3.792 ,(2.213),6.585 ,(0.842),0.000 ,6.491 ,(0.933),2.585 ,(1.379),6.623 ,(0.837),1.887 ,(0.934),,,
Furniture,bean bag,4.075 ,(1.989),4.981 ,(1.813),1.852 ,3.528 ,(1.957),2.358 ,(1.520),5.811 ,(1.606),6.692 ,(0.919),,3.865 ,(1.621),5.635 ,(1.205),0.000 ,4.481 ,(1.578),2.038 ,(1.171),6.423 ,(0.848),3.365 ,(1.189),,,
Furniture,bed,6.906 ,(0.354),6.925 ,(0.331),0.000 ,6.906 ,(0.295),3.358 ,(1.851),6.811 ,(0.652),2.096 ,(1.142),,6.453 ,(0.952),6.717 ,(0.769),0.000 ,6.811 ,(0.786),2.792 ,(1.598),6.660 ,(1.126),1.692 ,(0.829),,,
Furniture,bedside table,6.264 ,(1.041),6.566 ,(0.844),0.000 ,6.509 ,(1.012),3.353 ,(1.842),6.509 ,(0.953),5.019 ,(1.866),,5.906 ,(1.181),6.038 ,(1.192),0.000 ,5.755 ,(1.440),2.811 ,(1.316),6.264 ,(0.984),3.231 ,(1.059),,,
Furniture,bench,4.926 ,(1.768),5.500 ,(1.680),0.000 ,4.426 ,(1.818),2.981 ,(1.523),6.370 ,(1.087),4.340 ,(1.652),,5.132 ,(1.373),5.679 ,(1.491),0.000 ,5.075 ,(1.639),2.396 ,(1.198),6.113 ,(1.281),2.865 ,(0.950),,,
Furniture,bookcase,6.377 ,(0.904),6.585 ,(0.819),0.000 ,6.472 ,(0.992),3.189 ,(1.481),6.453 ,(1.136),4.151 ,(1.499),,5.811 ,(1.210),6.208 ,(1.098),0.000 ,6.113 ,(1.138),2.547 ,(1.084),6.396 ,(0.840),3.170 ,(1.105),,,
Furniture,bureau,5.765 ,(1.176),5.686 ,(1.407),0.000 ,4.667 ,(1.751),4.196 ,(1.562),6.157 ,(1.189),5.451 ,(1.566),,4.510 ,(1.793),4.694 ,(1.597),7.547 ,3.531 ,(1.709),3.633 ,(1.286),5.271 ,(1.364),4.980 ,(1.377),,,
Furniture,cabinet,5.962 ,(1.188),5.942 ,(1.162),0.000 ,5.519 ,(1.553),3.673 ,(1.618),6.346 ,(1.083),5.019 ,(1.590),,5.906 ,(1.244),6.057 ,(1.167),0.000 ,5.736 ,(1.508),3.019 ,(1.448),5.906 ,(1.334),3.434 ,(1.264),,,
Furniture,carpet,6.352 ,(1.119),6.778 ,(0.718),0.000 ,6.722 ,(0.596),3.679 ,(1.929),6.630 ,(0.784),3.056 ,(1.510),,3.547 ,(2.275),6.377 ,(0.985),0.000 ,6.642 ,(0.942),2.113 ,(1.552),6.585 ,(1.027),2.057 ,(0.864),,,
Furniture,chair,6.907 ,(0.351),6.833 ,(0.505),0.000 ,6.907 ,(0.446),3.630 ,(1.846),6.852 ,(0.408),2.167 ,(1.225),,6.925 ,(0.267),6.811 ,(0.652),0.000 ,6.925 ,(0.267),2.717 ,(1.561),6.755 ,(0.897),1.868 ,(0.900),,,
Furniture,chest of drawers,6.623 ,(0.765),6.679 ,(0.779),0.000 ,6.566 ,(1.201),3.415 ,(1.759),6.679 ,(0.754),3.528 ,(1.576),,6.491 ,(0.800),6.547 ,(0.867),0.000 ,6.415 ,(1.064),3.019 ,(1.337),6.434 ,(1.083),2.811 ,(1.194),,,
Furniture,coat stand,4.830 ,(1.718),5.434 ,(1.366),1.852 ,3.774 ,(1.671),3.057 ,(1.447),6.094 ,(1.148),4.519 ,(1.743),,4.327 ,(1.568),4.808 ,(1.572),1.887 ,3.942 ,(1.564),3.135 ,(1.358),5.865 ,(1.121),4.038 ,(1.188),,,
Furniture,coffee table,6.226 ,(0.954),6.321 ,(1.052),0.000 ,6.302 ,(1.030),3.192 ,(1.633),6.519 ,(0.874),6.245 ,(1.254),,6.115 ,(1.114),6.212 ,(1.091),0.000 ,5.923 ,(1.384),2.385 ,(1.157),6.365 ,(1.048),3.096 ,(1.053),,,
Furniture,cooker,5.827 ,(1.968),6.635 ,(0.929),0.000 ,6.769 ,(0.581),4.490 ,(1.725),6.745 ,(0.659),3.706 ,(1.653),,3.736 ,(2.104),6.453 ,(0.952),0.000 ,6.736 ,(0.593),3.792 ,(1.536),6.660 ,(0.678),2.491 ,(0.953),,,
Furniture,cot,5.774 ,(1.463),6.226 ,(0.993),0.000 ,4.528 ,(1.694),3.434 ,(1.323),6.585 ,(0.842),3.019 ,(2.043),,4.151 ,(1.875),5.358 ,(1.469),0.000 ,4.038 ,(1.786),3.113 ,(1.281),6.113 ,(1.155),1.981 ,(1.152),,,
Furniture,couch,6.333 ,(1.133),6.556 ,(0.965),0.000 ,6.407 ,(1.190),3.389 ,(1.731),6.585 ,(0.770),3.611 ,(1.642),,6.642 ,(0.787),6.642 ,(0.710),0.000 ,6.528 ,(0.932),3.057 ,(1.379),6.396 ,(1.198),2.547 ,(1.170),,,
Furniture,cupboard,6.132 ,(1.401),6.453 ,(1.102),0.000 ,6.491 ,(1.137),3.208 ,(1.610),6.500 ,(1.163),2.962 ,(1.358),,5.887 ,(1.625),6.396 ,(0.947),0.000 ,6.623 ,(0.740),2.472 ,(1.219),6.491 ,(1.049),2.377 ,(1.004),,,
Furniture,curtain,5.528 ,(1.887),6.698 ,(0.607),0.000 ,6.660 ,(0.939),2.962 ,(1.765),6.642 ,(0.834),3.264 ,(1.677),,3.396 ,(2.204),6.264 ,(1.273),0.000 ,6.377 ,(1.060),2.302 ,(1.324),6.604 ,(0.768),2.321 ,(0.728),,,
Furniture,cushion,5.212 ,(1.974),6.788 ,(0.536),0.000 ,6.731 ,(0.819),2.750 ,(1.679),6.700 ,(0.814),2.980 ,(1.421),,3.906 ,(2.022),6.340 ,(1.037),0.000 ,6.321 ,(1.088),1.962 ,(0.960),6.472 ,(0.932),2.642 ,(0.942),,,
Furniture,desk,5.904 ,(1.209),6.327 ,(1.080),0.000 ,5.519 ,(1.663),3.635 ,(1.826),6.596 ,(0.799),3.558 ,(1.514),,6.358 ,(0.922),6.566 ,(0.866),0.000 ,6.528 ,(0.749),2.830 ,(1.411),6.528 ,(0.868),2.906 ,(0.986),,,
Furniture,dining chair,6.685 ,(0.748),6.741 ,(0.805),0.000 ,6.685 ,(0.865),3.556 ,(1.586),6.630 ,(0.875),3.259 ,(1.696),,6.283 ,(1.063),6.245 ,(1.054),0.000 ,6.094 ,(1.229),2.830 ,(1.490),6.434 ,(0.844),2.736 ,(1.163),,,
Furniture,dining table,6.811 ,(0.483),6.811 ,(0.521),0.000 ,6.717 ,(0.662),3.415 ,(1.737),6.660 ,(0.831),3.250 ,(1.532),,6.585 ,(0.819),6.585 ,(0.865),0.000 ,6.340 ,(0.999),2.547 ,(1.294),6.623 ,(0.713),2.566 ,(1.083),,,
Furniture,display cabinet,5.833 ,(1.342),5.944 ,(1.338),0.000 ,5.389 ,(1.917),4.056 ,(1.709),6.444 ,(1.040),5.222 ,(1.690),,5.302 ,(1.422),5.358 ,(1.346),0.000 ,4.547 ,(1.682),3.472 ,(1.381),5.792 ,(1.335),4.264 ,(1.332),,,
Furniture,divan,5.868 ,(1.241),5.679 ,(1.425),0.000 ,5.019 ,(1.737),3.226 ,(1.728),6.358 ,(1.058),6.038 ,(1.208),,3.784 ,(1.843),4.405 ,(1.907),30.189 ,3.649 ,(2.150),2.818 ,(0.983),5.394 ,(1.413),5.486 ,(1.502),,,
Furniture,dresser,5.491 ,(1.527),5.635 ,(1.456),1.887 ,4.642 ,(1.830),3.642 ,(1.582),5.981 ,(1.380),3.717 ,(1.780),,5.509 ,(1.409),5.528 ,(1.422),0.000 ,4.981 ,(1.749),3.283 ,(1.199),5.774 ,(1.235),3.731 ,(1.388),,,
Furniture,dressing table,6.509 ,(0.891),6.623 ,(0.814),0.000 ,6.358 ,(1.272),4.019 ,(1.749),6.623 ,(0.965),3.943 ,(1.885),,5.755 ,(1.125),5.792 ,(1.433),0.000 ,5.176 ,(1.621),3.509 ,(1.409),5.925 ,(1.284),3.491 ,(1.171),,,
Furniture,drinks cabinet,4.722 ,(1.653),4.778 ,(1.633),0.000 ,3.889 ,(1.690),4.130 ,(1.454),5.889 ,(1.369),6.830 ,(0.545),,4.623 ,(1.701),5.321 ,(1.384),0.000 ,4.377 ,(1.535),3.283 ,(1.231),5.736 ,(1.303),4.642 ,(1.317),,,
Furniture,easy chair,6.788 ,(0.536),6.769 ,(0.546),0.000 ,6.788 ,(0.498),3.865 ,(1.669),6.692 ,(0.701),3.717 ,(1.622),,5.580 ,(1.357),5.540 ,(1.487),5.660 ,4.720 ,(1.852),3.080 ,(1.085),5.800 ,(1.309),4.660 ,(1.507),,,
Furniture,filing cabinet,4.962 ,(1.698),5.623 ,(1.457),0.000 ,3.906 ,(1.821),3.170 ,(1.477),6.245 ,(1.191),6.830 ,(0.509),,4.208 ,(1.875),5.472 ,(1.280),0.000 ,5.038 ,(1.400),2.906 ,(1.213),6.226 ,(0.847),4.604 ,(1.230),,,
Furniture,fire,4.577 ,(2.500),6.346 ,(1.064),0.000 ,5.529 ,(1.973),4.250 ,(1.770),6.500 ,(0.980),2.385 ,(1.316),,2.558 ,(1.944),5.904 ,(1.347),1.887 ,5.577 ,(1.526),3.577 ,(1.684),6.327 ,(1.216),2.173 ,(0.901),,,
Furniture,fireplace,5.442 ,(1.974),6.385 ,(1.032),0.000 ,5.808 ,(1.560),3.712 ,(1.719),6.500 ,(1.019),2.596 ,(1.512),,3.442 ,(2.071),6.115 ,(0.983),0.000 ,5.654 ,(1.370),3.692 ,(1.502),6.308 ,(0.961),2.827 ,(0.857),,,
Furniture,footstool,5.170 ,(1.578),5.887 ,(1.410),0.000 ,4.704 ,(1.929),2.907 ,(1.431),6.463 ,(0.946),4.704 ,(1.818),,4.679 ,(1.626),5.208 ,(1.536),0.000 ,4.057 ,(1.844),2.453 ,(1.186),5.868 ,(1.359),4.113 ,(1.450),,,
Furniture,fridge,5.778 ,(1.766),6.630 ,(0.917),0.000 ,6.833 ,(0.541),3.556 ,(1.850),6.574 ,(0.792),6.537 ,(0.745),,3.981 ,(2.179),6.509 ,(0.800),0.000 ,6.792 ,(0.495),2.736 ,(1.546),6.585 ,(0.819),2.472 ,(0.992),,,
Furniture,futon,3.909 ,(1.942),3.606 ,(1.600),37.736 ,2.455 ,(1.201),2.613 ,(1.230),5.161 ,(1.809),7.000 ,0.000 ,,4.364 ,(1.831),5.091 ,(1.828),16.981 ,4.182 ,(1.896),3.250 ,(0.991),5.591 ,(1.633),6.233 ,(1.231),,,
Furniture,hall stand,5.093 ,(1.605),5.519 ,(1.314),0.000 ,3.907 ,(1.804),3.611 ,(1.720),5.963 ,(1.288),4.463 ,(1.723),,4.500 ,(1.705),4.500 ,(1.573),28.302 ,3.474 ,(1.672),2.838 ,(1.365),5.081 ,(1.689),4.500 ,(1.310),,,
Furniture,hat stand,4.833 ,(1.724),5.585 ,(1.393),0.000 ,3.741 ,(1.662),3.333 ,(1.414),6.132 ,(1.225),4.648 ,(1.739),,4.000 ,(1.710),4.717 ,(1.586),0.000 ,3.566 ,(1.681),2.849 ,(1.231),5.792 ,(1.230),4.058 ,(1.092),,,
Furniture,heater,4.907 ,(1.984),6.037 ,(1.273),0.000 ,5.815 ,(1.468),3.963 ,(1.648),6.407 ,(0.981),5.056 ,(1.676),,3.245 ,(1.849),5.981 ,(1.083),0.000 ,5.830 ,(1.355),3.058 ,(1.501),6.000 ,(1.268),3.096 ,(1.241),,,
Furniture,high chair,4.868 ,(1.641),5.566 ,(1.487),1.852 ,3.358 ,(1.642),3.943 ,(1.379),6.321 ,(1.205),4.442 ,(2.355),,4.154 ,(1.994),5.115 ,(1.504),0.000 ,3.712 ,(1.786),3.096 ,(1.209),5.961 ,(1.216),2.308 ,(1.261),,,
Furniture,kitchen table,6.717 ,(0.662),6.698 ,(0.845),0.000 ,6.358 ,(1.128),2.868 ,(1.641),6.698 ,(0.890),2.472 ,(1.203),,6.472 ,(0.953),6.491 ,(0.973),0.000 ,6.547 ,(0.822),2.154 ,(1.109),6.698 ,(0.723),2.245 ,(1.125),,,
Furniture,lamp,5.736 ,(1.711),6.604 ,(0.631),0.000 ,6.623 ,(0.740),3.887 ,(1.601),6.642 ,(0.787),3.472 ,(1.395),,4.462 ,(2.024),6.462 ,(0.896),0.000 ,6.442 ,(1.195),3.346 ,(1.399),6.686 ,(0.583),2.706 ,(1.045),,,
Furniture,magazine rack,4.736 ,(1.810),5.623 ,(1.431),0.000 ,4.887 ,(1.878),2.906 ,(1.445),6.192 ,(1.138),5.925 ,(1.313),,3.811 ,(1.840),5.170 ,(1.541),0.000 ,4.113 ,(2.016),2.660 ,(1.239),5.679 ,(1.541),4.189 ,(1.194),,,
Furniture,office chair,5.415 ,(1.646),5.453 ,(1.551),0.000 ,3.962 ,(1.617),3.491 ,(1.436),6.135 ,(1.253),6.654 ,(0.926),,5.283 ,(1.536),5.774 ,(1.325),0.000 ,5.755 ,(1.385),3.094 ,(1.229),6.094 ,(1.061),4.377 ,(1.417),,,
Furniture,ottoman,4.528 ,(1.728),4.868 ,(1.687),1.852 ,3.566 ,(2.024),2.769 ,(1.463),5.774 ,(1.203),6.151 ,(1.262),,3.967 ,(1.810),4.167 ,(1.821),43.396 ,3.000 ,(1.682),3.115 ,(1.177),5.038 ,(1.800),5.000 ,(2.051),,,
Furniture,phone stand,4.098 ,(1.723),4.078 ,(1.896),3.774 ,3.902 ,(2.119),3.041 ,(1.443),5.292 ,(1.738),6.760 ,(0.591),,3.635 ,(1.727),4.154 ,(1.819),1.887 ,3.500 ,(1.945),2.531 ,(1.082),4.837 ,(1.712),4.647 ,(1.494),,,
Furniture,picture,5.259 ,(1.782),6.296 ,(1.223),0.000 ,6.315 ,(1.329),4.685 ,(1.911),6.389 ,(1.446),3.333 ,(1.578),,3.415 ,(2.116),6.396 ,(0.862),0.000 ,6.415 ,(0.908),4.453 ,(1.996),6.264 ,(1.146),2.321 ,(0.996),,,
Furniture,plant,2.780 ,(2.160),5.354 ,(1.550),5.882 ,5.417 ,(1.686),4.146 ,(1.833),6.152 ,(1.414),4.191 ,(1.837),,2.115 ,(1.711),6.135 ,(1.085),0.000 ,6.212 ,(1.054),4.137 ,(1.674),6.392 ,(0.874),2.440 ,(0.972),,,
Furniture,pouffe,4.830 ,(1.638),5.943 ,(1.292),0.000 ,4.868 ,(1.787),2.755 ,(1.697),6.264 ,(1.273),4.453 ,(1.727),,3.981 ,(1.663),4.923 ,(1.643),1.887 ,3.923 ,(1.887),2.392 ,(1.133),5.725 ,(1.401),4.019 ,(1.809),,,
Furniture,radio,5.404 ,(2.003),6.327 ,(1.061),0.000 ,6.519 ,(0.874),4.269 ,(1.880),6.577 ,(0.848),4.308 ,(1.687),,2.627 ,(2.049),6.412 ,(0.876),0.000 ,6.529 ,(0.784),3.863 ,(1.613),6.549 ,(0.879),2.686 ,(0.948),,,
Furniture,rocking chair,5.500 ,(1.590),5.808 ,(1.534),0.000 ,4.255 ,(2.058),3.788 ,(1.684),6.596 ,(0.955),4.154 ,(1.708),,5.547 ,(1.264),5.585 ,(1.351),0.000 ,4.434 ,(1.611),3.434 ,(1.118),6.151 ,(0.949),3.250 ,(1.064),,,
Furniture,settee,6.547 ,(1.048),6.566 ,(1.047),0.000 ,6.547 ,(0.992),3.717 ,(1.854),6.604 ,(0.968),3.852 ,(1.806),,6.679 ,(0.510),6.547 ,(0.867),0.000 ,6.491 ,(0.933),2.868 ,(1.415),6.698 ,(0.723),2.472 ,(1.103),,,
Furniture,side table,5.315 ,(1.451),5.667 ,(1.427),0.000 ,5.333 ,(1.637),3.264 ,(1.607),6.038 ,(1.441),5.811 ,(1.630),,5.170 ,(1.638),5.208 ,(1.561),0.000 ,4.509 ,(1.836),2.712 ,(1.143),5.596 ,(1.498),3.906 ,(1.572),,,
Furniture,sideboard,6.698 ,(0.607),6.736 ,(0.625),0.000 ,6.453 ,(1.030),3.943 ,(1.865),6.566 ,(0.844),3.528 ,(1.694),,5.585 ,(1.247),5.717 ,(1.277),0.000 ,5.094 ,(1.620),3.302 ,(1.324),5.774 ,(1.203),3.509 ,(1.219),,,
Furniture,sink,5.315 ,(2.082),6.630 ,(0.917),0.000 ,6.704 ,(0.816),2.889 ,(1.598),6.593 ,(0.858),2.722 ,(1.510),,3.673 ,(2.167),6.385 ,(1.013),0.000 ,6.538 ,(0.979),2.846 ,(1.433),6.558 ,(0.777),2.154 ,(0.937),,,
Furniture,sofa,6.630 ,(0.831),6.593 ,(0.836),0.000 ,6.556 ,(0.839),3.481 ,(1.820),6.685 ,(0.696),3.259 ,(1.568),,6.642 ,(0.591),6.679 ,(0.728),0.000 ,6.604 ,(0.793),3.000 ,(1.494),6.585 ,(1.027),2.340 ,(0.939),,,
Furniture,sofa bed,5.250 ,(1.399),5.154 ,(1.349),0.000 ,3.635 ,(1.727),3.769 ,(1.409),6.137 ,(1.149),5.804 ,(1.562),,5.189 ,(1.429),5.642 ,(1.360),0.000 ,4.830 ,(1.638),3.462 ,(1.393),5.981 ,(1.152),4.509 ,(1.310),,,
