word_english_1,word_english_2,FSG,BSG,MSG,OSG,QSS,QFR,QCON,QPS,TSS,TFR,TCON,TPS
cub,baseball,0.014,0,0,0,7,0,6.1,N,18,57,5.75,N
cub,chicago,0.014,,,,7,0,6.1,N,,,,
cube,ice,0.34,0.06,0,0.001,11,1,5.05,N,18,45,6.51,N
cube,square,0.299,0.02,0.025,0.0038,11,1,5.05,N,13,143,5.15,N
cube,box,0.088,0.02,0.014,0.058,11,1,5.05,N,15,70,5.91,N
cube,block,0.034,0,0,0.0185,11,1,5.05,N,27,66,5.93,N
cube,rubix,0.034,,,,11,1,5.05,N,,,,
cube,ball,0.014,0,0,0,11,1,5.05,N,17,110,6.08,N
cube,cylinder,0.014,0.02,0,0,11,1,5.05,N,13,18,6.15,N
cube,dice,0.014,0,0,0.0042,11,1,5.05,N,23,14,,N
cube,geometry,0.014,0,0.006,0.0053,11,1,5.05,N,11,9,3.33,N
cube,sphere,0.014,0,0,0.0043,11,1,5.05,N,9,22,4.72,N
cube,triangle,0.014,0,0.013,0.1305,11,1,5.05,N,14,4,5.19,N
cucumber,pickles,0.238,0.104,0,0.0084,8,0,6.49,N,14,1,5.93,N
cucumber,vegetables,0.214,0,0.025,0.0157,8,0,6.49,N,21,16,6.15,N
cucumber,salad,0.135,0,0.012,0.0142,8,0,6.49,N,15,9,6.83,N
cucumber,green,0.087,0,0.051,0.0045,8,0,6.49,N,17,116,5.46,N
cucumber,tomato,0.071,0,0.011,0.0556,8,0,6.49,N,17,4,6.58,N
cucumber,garden,0.032,0,0,0.0193,8,0,6.49,N,14,60,5.92,N
cucumber,cool,0.016,0,0,0,8,0,6.49,N,12,62,3.6,AJ
cucumber,zucchini,0.016,0.027,0,0.013,8,0,6.49,N,13,0,,N
cuddle,hug,0.196,0.017,0.019,0.0121,18,0,4.3,V,13,3,5.34,V
cuddle,bear,0.098,0,0.005,0.0078,18,0,4.3,V,28,57,5.81,V
cuddle,baby,0.091,0.013,0.011,0.0023,18,0,4.3,V,19,62,5.77,N
cuddle,hold,0.063,0,0.011,0.0136,18,0,4.3,V,17,169,4.08,V
cuddle,love,0.056,0,0.03,0.0026,18,0,4.3,V,18,232,3.51,N
cuddle,puppy,0.042,0,0.006,0.0276,18,0,4.3,V,7,2,6.34,N
cuddle,snuggle,0.042,0.243,0,0.0451,18,0,4.3,V,16,0,,V
cuddle,boy,0.035,0,0.018,0.0154,18,0,4.3,V,10,242,6.23,N
cuddle,teddybear,0.035,,,,18,0,4.3,V,,,,
cuddle,dog,0.028,0,0.033,0.0048,18,0,4.3,V,5,75,5.75,N
cuddle,soft,0.028,0.048,0.001,0.0035,18,0,4.3,V,19,61,4.1,AJ
cuddle,close,0.021,0,0.003,0,18,0,4.3,V,9,234,3.24,AJ
cuddle,cute,0.021,0,0.006,0.0048,18,0,4.3,V,18,5,3.1,AJ
cuddle,girl,0.021,0,0.028,0.0258,18,0,4.3,V,8,220,6.83,N
cuddle,kitten,0.021,0,0.003,0.0037,18,0,4.3,V,6,5,5.46,N
cuddle,cradle,0.014,0.027,0,0.0656,18,0,4.3,V,5,7,6.94,N
cuddle,squeeze,0.014,0,0.015,0.0548,18,0,4.3,V,21,11,,V
cuddle,warm,0.014,0,0.002,0.0015,18,0,4.3,V,11,67,4,AJ
cue,pool,0.189,0,0,0,21,0,,N,13,111,6.29,N
cue,stick,0.142,0,0,0.0039,21,0,,N,24,39,6,N
cue,ball,0.088,0,0.008,0,21,0,,N,17,110,6.08,N
cue,go,0.047,0,0.005,0.0005,21,0,,N,14,626,3.33,V
cue,card,0.041,0,0,0.0005,21,0,,N,21,26,5.61,N
cue,hint,0.034,0,0.002,0.0053,21,0,,N,10,9,3.35,N
cue,signal,0.034,0.014,0.001,0.0043,21,0,,N,16,63,5.5,N
cue,sign,0.027,0,0.003,0.0012,21,0,,N,15,94,5.16,N
cue,start,0.027,0,0.001,0.0069,21,0,,N,10,154,2.4,V
cue,act,0.02,0,0.002,0.003,21,0,,N,16,283,3.79,N
cue,help,0.02,0,0.001,0,21,0,,N,23,311,2.82,V
cue,time,0.02,0,0,0,21,0,,N,14,1599,3.79,N
cue,tip,0.02,0,0,0.0003,21,0,,N,21,22,4.42,N
cue,actor,0.014,0,0.002,0.0014,21,0,,N,14,24,5.45,N
cue,baby,0.014,0,0,0,21,0,,N,19,62,5.77,N
cue,billiards,0.014,,,,21,0,,N,,,,
cue,clue,0.014,0,0.013,0.0062,21,0,,N,15,15,3.71,N
cue,indicator,0.014,,,,21,0,,N,,,,
cue,play,0.014,0,0.008,0.012,21,0,,N,21,200,4.22,V
cue,speak,0.014,0,0,0,21,0,,N,16,110,4.15,V
cue,stage,0.014,0,0.001,0.0063,21,0,,N,19,174,5.59,N
cuff,shirt,0.247,0,0.074,0.0168,12,1,,N,17,27,6.05,N
cuff,cufflink,0.158,,,,12,1,,N,,,,
cuff,sleeve,0.144,0.042,0.009,0.114,12,1,,N,10,11,5.61,N
cuff,hand,0.082,0,0,0,12,1,,N,16,431,5.6,N
cuff,pants,0.041,0,0.067,0.0457,12,1,,N,22,9,6.15,N
cuff,police,0.034,0,0.008,0.0031,12,1,,N,19,155,6.69,N
cuff,fold,0.021,0,0,0,12,1,,N,19,7,,V
cuff,handcuff,0.021,,,,12,1,,N,,,,
cuff,jail,0.021,0,0,0.0004,12,1,,N,15,21,5.84,N
cuff,cop,0.014,0,0.007,0.0184,12,1,,N,16,15,6.36,N
cuff,hit,0.014,0,0,0,12,1,,N,18,115,4.39,V
cuff,jacket,0.014,0,0.006,0.0045,12,1,,N,15,33,6.31,N
culture,society,0.119,0.04,0.001,0.0079,29,58,3.47,N,18,237,3.9,N
culture,lifestyle,0.057,0.034,0,0.0001,29,58,3.47,N,16,0,,N
culture,background,0.041,0,0.002,0,29,58,3.47,N,20,67,4.1,N
culture,tradition,0.041,0.055,0.005,0.002,29,58,3.47,N,19,94,3.09,N
culture,club,0.036,0,0.002,0.0011,29,58,3.47,N,22,145,4.98,N
culture,art,0.026,0,0,0,29,58,3.47,N,17,208,4.36,N
culture,custom,0.026,0.042,0.002,0.0085,29,58,3.47,N,17,14,2.99,N
culture,environment,0.026,0,0,0.0006,29,58,3.47,N,21,42,,N
culture,people,0.026,0,0.032,0.0002,29,58,3.47,N,18,847,5.51,N
culture,roots,0.026,,,,29,58,3.47,N,,,,
culture,shock,0.026,0,0,0,29,58,3.47,N,19,31,3.97,N
culture,heritage,0.021,0.027,0,0.0045,29,58,3.47,N,21,21,2.63,N
culture,religion,0.021,0,0.001,0,29,58,3.47,N,14,119,3.71,N
culture,subculture,0.021,,,,29,58,3.47,N,,,,
culture,civilization,0.015,,,,29,58,3.47,N,,,,
culture,country,0.015,0,0.003,0.0005,29,58,3.47,N,19,324,4.54,N
culture,diverse,0.015,,,,29,58,3.47,N,,,,
culture,norm,0.015,0.01,0.002,0.0049,29,58,3.47,N,26,10,2.18,N
culture,race,0.015,0,0,0.0004,29,58,3.47,N,17,103,4.46,N
culture,social,0.015,0,0.004,0.002,29,58,3.47,N,15,380,2.33,AJ
culture,tribe,0.015,0,0,0.0004,29,58,3.47,N,6,4,4.93,N
culture,values,0.015,0,0,0.0006,29,58,3.47,N,13,182,,N
culture,world,0.015,0,0.001,0.0011,29,58,3.47,N,12,787,5.29,N
culture,beliefs,0.01,,,,29,58,3.47,N,,,,
culture,foreign,0.01,0,0,0.0028,29,58,3.47,N,20,158,,AJ
culture,grow,0.01,0,0,0,29,58,3.47,N,24,63,4.05,V
culture,home,0.01,0,0.002,0,29,58,3.47,N,15,547,6.25,N
culture,language,0.01,0.014,0.001,0.0003,29,58,3.47,N,13,109,4,N
culture,upbringing,0.01,,,,29,58,3.47,N,,,,
cunning,sly,0.137,0.082,0.016,0.0387,17,5,,AJ,12,5,2.37,AJ
cunning,fox,0.096,0.013,0.034,0.0084,17,5,,AJ,18,13,7,N
cunning,smart,0.089,0,0.026,0.0004,17,5,,AJ,14,21,3,V
cunning,deceive,0.048,0,0,0,17,5,,AJ,12,1,,V
cunning,sneaky,0.048,0,0.03,0.0292,17,5,,AJ,20,2,,ADJ
cunning,cat,0.027,0,0.002,0,17,5,,AJ,3,23,6.21,N
cunning,conniving,0.027,,,,17,5,,AJ,,,,
cunning,wise,0.027,0,0.002,0.0384,17,5,,AJ,10,36,2.61,AJ
cunning,mean,0.021,0,0.001,0,17,5,,AJ,18,199,3.09,N
cunning,witty,0.021,,,,17,5,,AJ,,,,
cunning,clever,0.014,0,0.004,0.0604,17,5,,AJ,9,17,3.51,AJ
cunning,coward,0.014,0,0,0,17,5,,AJ,13,7,,N
cunning,naive,0.014,0,0,0.0026,17,5,,AJ,15,7,,AJ
cunning,people,0.014,0,0.001,0,17,5,,AJ,18,847,5.51,N
cunning,slick,0.014,0,0.011,0.0067,17,5,,AJ,13,7,,AJ
cunning,smooth,0.014,0,0.001,0,17,5,,AJ,12,42,3.91,AJ
cunning,stealth,0.014,,,,17,5,,AJ,,,,
cup,saucer,0.418,0.527,0.001,0.0042,10,45,5.35,N,11,2,6.02,N
cup,glass,0.148,0.133,0.004,0.0058,10,45,5.35,N,21,99,6.31,N
cup,coffee,0.105,0.051,0.031,0.0265,10,45,5.35,N,13,78,6.43,N
cup,soup,0.062,0,0.003,0.0081,10,45,5.35,N,25,16,6.11,N
cup,tea,0.056,0.054,0.054,0.042,10,45,5.35,N,11,28,6.05,N
cup,drink,0.049,0.011,0.027,0.0045,10,45,5.35,N,20,82,4.95,V
cup,bowl,0.043,0.072,0.015,0.0099,10,45,5.35,N,22,23,5.26,N
cup,mug,0.025,0.268,0.001,0.0329,10,45,5.35,N,9,1,5.72,N
cup,spoon,0.019,0,0.005,0.0024,10,45,5.35,N,12,6,5.88,N
cup,water,0.019,0,0.013,0.0082,10,45,5.35,N,18,442,6.27,N
cupboard,cabinet,0.151,0.048,0.004,0.0218,15,2,5.82,N,16,17,6.18,N
cupboard,cup,0.132,0,0,0,15,2,5.82,N,10,45,5.35,N
cupboard,dishes,0.105,0,0.021,0.0078,15,2,5.82,N,19,21,,N
cupboard,food,0.072,0,0.021,0,15,2,5.82,N,18,147,5.84,N
cupboard,kitchen,0.072,0,0.024,0.0147,15,2,5.82,N,22,90,6.63,N
cupboard,plates,0.046,0,0.011,0.0382,15,2,5.82,N,16,23,,N
cupboard,glasses,0.039,0,0.003,0,15,2,5.82,N,16,29,6.02,N
cupboard,cans,0.033,,,,15,2,5.82,N,,,,
cupboard,shelf,0.026,0.026,0.014,0.0159,15,2,5.82,N,19,12,,N
cupboard,closet,0.02,0,0.006,0.0004,15,2,5.82,N,14,16,5.95,N
cupboard,pantry,0.02,,,,15,2,5.82,N,,,,
cupboard,box,0.013,0,0.001,0.0003,15,2,5.82,N,15,70,5.91,N
cupboard,hubbard,0.013,,,,15,2,5.82,N,,,,
cupboard,storage,0.013,0,0.008,0.0028,15,2,5.82,N,21,41,4.88,N
cupboard,wood,0.013,0,0.014,0,15,2,5.82,N,26,55,5.81,N
cups,saucers,0.2,,,,16,14,,N,,,,
cups,drink,0.173,0,0.011,0.0064,16,14,,N,20,82,4.95,V
cups,glasses,0.14,0.02,0.004,0.0033,16,14,,N,16,29,6.02,N
cups,plates,0.06,0.109,0,0.0134,16,14,,N,16,23,,N
cups,bows,0.053,,,,16,14,,N,,,,
cups,coffee,0.04,0,0,0.0062,16,14,,N,13,78,6.43,N
cups,mugs,0.04,,,,16,14,,N,,,,
cups,water,0.04,0,0.036,0.0292,16,14,,N,18,442,6.27,N
cups,measurement,0.027,0,0,0,16,14,,N,23,34,4.33,N
cups,paper,0.027,0,0.001,0,16,14,,N,15,157,5.96,N
cups,bra,0.02,0,0,0,16,14,,N,15,0,6.25,N
cups,spoons,0.02,,,,16,14,,N,,,,
cups,baseball,0.013,0,0,0,16,14,,N,18,57,5.75,N
cups,holders,0.013,,,,16,14,,N,,,,
cups,liquid,0.013,0,0.006,0.0284,16,14,,N,14,48,6.02,N
cups,ounces,0.013,,,,16,14,,N,,,,
curb,street,0.196,0.013,0.078,0.0364,14,13,5.43,N,15,244,5.84,N
curb,sidewalk,0.149,0,0.005,0.0634,14,13,5.43,N,16,26,5.93,N
curb,road,0.101,0,0.07,0.071,14,13,5.43,N,24,197,5.48,N
curb,car,0.061,0,0.037,0.0036,14,13,5.43,N,25,274,6.35,N
curb,edge,0.034,0,0,0.0009,14,13,5.43,N,17,78,4.28,N
curb,park,0.034,0,0,0.0066,14,13,5.43,N,21,94,5.45,N
curb,tire,0.034,0,0.001,0.0244,14,13,5.43,N,10,22,5.51,V
curb,cement,0.027,0,0.011,0.0218,14,13,5.43,N,12,11,6.42,N
curb,side,0.027,0,0.001,0,14,13,5.43,N,19,380,3.85,N
curb,appetite,0.02,,,,14,13,5.43,N,,,,
curb,dog,0.02,0,0,0,14,13,5.43,N,5,75,5.75,N
curb,yellow,0.02,0,0,0,14,13,5.43,N,20,55,5.18,N
curb,concrete,0.014,0,0.009,0.012,14,13,5.43,N,15,48,5.5,AJ
curb,service,0.014,0,0,0.0021,14,13,5.43,N,13,315,2.85,N
cure,disease,0.111,0.062,0.02,0.0266,15,28,3.54,N,12,53,5.63,N
cure,medicine,0.076,0.049,0.014,0.0204,15,28,3.54,N,27,30,5.27,N
cure,sick,0.076,0,0.089,0.0145,15,28,3.54,N,13,51,3.89,AJ
cure,remedy,0.056,0.429,0,0.0211,15,28,3.54,N,10,16,4.03,N
cure,music,0.049,0,0,0,15,28,3.54,N,25,216,5.15,N
cure,fix,0.042,0,0.005,0,15,28,3.54,N,9,14,3.1,V
cure,heal,0.042,0.094,0,0.0107,15,28,3.54,N,19,2,4.08,V
cure,help,0.042,0,0.007,0,15,28,3.54,N,23,311,2.82,V
cure,aids,0.035,0,0.017,0.04,15,28,3.54,N,14,27,,N
cure,cancer,0.035,0.014,0.004,0.0344,15,28,3.54,N,13,25,5.93,N
cure,ill,0.035,0,0.031,0.063,15,28,3.54,N,6,39,3.49,AJ
cure,doctor,0.028,0.01,0.017,0.0105,15,28,3.54,N,19,100,5.75,N
cure,healthy,0.028,0,0.001,0.0192,15,28,3.54,N,19,33,3.33,AJ
cure,the,0.028,,,,15,28,3.54,N,,,,
cure,relief,0.014,0,0.002,0.0019,15,28,3.54,N,18,66,,N
curiosity,cat,0.308,0,0.005,0,13,23,1.98,N,3,23,6.21,N
curiosity,nosy,0.112,0,0.004,0.0028,13,23,1.98,N,26,0,,ADJ
curiosity,wonder,0.062,0,0.002,0.0011,13,23,1.98,N,14,67,1.94,N
curiosity,interest,0.055,0.034,0,0,13,23,1.98,N,22,330,2.2,N
curiosity,curious,0.041,0,0.008,0.0562,13,23,1.98,N,18,46,,AJ
curiosity,inquisitive,0.028,,,,13,23,1.98,N,,,,
curiosity,knowledge,0.021,0,0.002,0,13,23,1.98,N,14,145,1.56,N
curiosity,question,0.021,0,0.003,0,13,23,1.98,N,6,257,3.91,N
curiosity,eager,0.014,0,0,0,13,23,1.98,N,19,27,2.98,AJ
curiosity,intelligent,0.014,0,0,0,13,23,1.98,N,8,26,3,AJ
curiosity,intrigue,0.014,,,,13,23,1.98,N,,,,
curiosity,learning,0.014,0,0,0.0015,13,23,1.98,N,16,60,,N
curiosity,seeking,0.014,,,,13,23,1.98,N,,,,
curious,george,0.193,0.088,0,0.0046,18,46,,AJ,14,129,,N
curious,cat,0.127,0,0,0,18,46,,AJ,3,23,6.21,N
curious,nosy,0.1,0.059,0,0.0006,18,46,,AJ,26,0,,ADJ
curious,monkey,0.067,0,0.013,0,18,46,,AJ,22,9,5.46,N
curious,wonder,0.06,0.017,0,0.0032,18,46,,AJ,14,67,1.94,N
curious,interested,0.053,,,,18,46,,AJ,,,,
curious,question,0.047,0,0.001,0,18,46,,AJ,6,257,3.91,N
curious,inquisitive,0.033,,,,18,46,,AJ,,,,
curious,confused,0.013,,,,18,46,,AJ,,,,
curious,dead,0.013,0,0,0,18,46,,AJ,18,174,4.25,AJ
curious,intrigued,0.013,,,,18,46,,AJ,,,,
curious,kill,0.013,0,0,0.0002,18,46,,AJ,19,63,3.77,V
curious,knowledge,0.013,0,0,0,18,46,,AJ,14,145,1.56,N
curious,nice,0.013,0,0,0,18,46,,AJ,14,75,2.75,AJ
curious,noisy,0.013,0,0.001,0,18,46,,AJ,8,6,2.93,AJ
curious,orange,0.013,0,0,0,18,46,,AJ,14,23,5.74,N
curious,sneak,0.013,0,0,0,18,46,,AJ,24,2,,V
curious,think,0.013,0,0.011,0.0009,18,46,,AJ,22,433,3.38,V
current,now,0.16,0,0.019,0.0004,21,104,,AJ,9,1314,3.02,AD
current,water,0.12,0,0.023,0.0003,21,104,,AJ,18,442,6.27,N
current,recent,0.08,0.039,0.002,0.0351,21,104,,AJ,18,179,,AJ
current,event,0.053,0,0.004,0.0012,21,104,,AJ,22,81,3.72,N
current,river,0.053,0,0.009,0.012,21,104,,AJ,20,165,5.83,N
current,wave,0.047,0,0.003,0.0195,21,104,,AJ,13,46,4.68,N
current,affair,0.04,0.014,0,0.002,21,104,,AJ,19,33,,N
current,update,0.04,0.041,0,0.0106,21,104,,AJ,18,1,,V
current,new,0.033,0,0.017,0.0155,21,104,,AJ,10,1635,3.44,AJ
current,electricity,0.027,0.068,0,0,21,104,,AJ,15,26,4.51,N
current,news,0.027,0,0.014,0.0008,21,104,,AJ,20,102,5.62,N
current,past,0.027,0,0.006,0.0089,21,104,,AJ,10,281,2.86,AJ
current,stream,0.027,0,0.006,0.0547,21,104,,AJ,10,51,6.24,N
current,old,0.02,0,0.028,0.0156,21,104,,AJ,9,660,3.41,AJ
current,present,0.02,0,0.017,0.0148,21,104,,AJ,12,377,3.37,N
current,date,0.013,0,0.001,0,21,104,,AJ,20,103,5.38,N
current,happening,0.013,0,0.005,0.0353,21,104,,AJ,11,28,,N
current,modern,0.013,0,0,0.0142,21,104,,AJ,15,198,,AJ
current,newspaper,0.013,0,0,0.0029,21,104,,AJ,23,65,6.56,N
current,ocean,0.013,0,0.02,0.029,21,104,,AJ,17,34,5.63,N
current,tide,0.013,0,0,0.0298,21,104,,AJ,16,11,5.05,N
curse,witch,0.223,0,0.002,0.0044,16,11,4.02,N,22,5,5.28,N
curse,swear,0.135,0.382,0.007,0.0059,16,11,4.02,N,13,10,,V
curse,words,0.068,0,0.003,0.0004,16,11,4.02,N,19,274,,N
curse,bad,0.061,0,0.017,0,16,11,4.02,N,9,142,3,AJ
curse,voodoo,0.041,,,,16,11,4.02,N,,,,
curse,evil,0.034,0,0.025,0.0174,16,11,4.02,N,11,72,2.28,AJ
curse,hex,0.034,,,,16,11,4.02,N,,,,
curse,spell,0.027,0,0,0.0154,16,11,4.02,N,21,19,3.49,V
curse,cuss,0.02,0.128,0.026,0.0542,16,11,4.02,N,12,0,,V
curse,devil,0.02,0,0.007,0.0088,16,11,4.02,N,11,25,2.13,N
curse,language,0.02,0,0.002,0.0023,16,11,4.02,N,13,109,4,N
curse,mummy,0.02,0,0,0,16,11,4.02,N,15,1,5.38,N
curse,shit,0.02,,,,16,11,4.02,N,,,,
curse,damn,0.014,0.074,0.004,0.0059,16,11,4.02,N,18,34,2.38,V
curse,gypsy,0.014,,,,16,11,4.02,N,,,,
curse,omen,0.014,,,,16,11,4.02,N,,,,
cursive,writing,0.378,0,0,0.0038,11,0,,N,21,117,,N
cursive,print,0.128,0.048,0.014,0.0434,11,0,,N,12,18,4.64,N
cursive,script,0.088,,,,11,0,,N,,,,
cursive,write,0.088,0,0.067,0.0238,11,0,,N,16,106,4.42,V
cursive,handwriting,0.054,,,,11,0,,N,,,,
cursive,manuscript,0.054,,,,11,0,,N,,,,
cursive,letter,0.02,0,0.011,0.0155,11,0,,N,15,145,5.16,N
cursive,fluid,0.014,0,0,0,11,0,,N,13,21,,N
cursive,pen,0.014,0,0.083,0.0057,11,0,,N,4,18,5.59,N
cursive,penmanship,0.014,,,,11,0,,N,,,,
cursive,swearing,0.014,,,,11,0,,N,,,,
curtain,drapes,0.26,0,0.001,0.0196,12,13,6.82,N,10,1,,N
curtain,rod,0.213,0.028,0,0,12,13,6.82,N,15,18,6.15,N
curtain,window,0.189,0.038,0.028,0.0046,12,13,6.82,N,14,119,6.27,N
curtain,shade,0.079,0,0.015,0.004,12,13,6.82,N,11,28,4.72,N
curtain,stage,0.039,0,0,0,12,13,6.82,N,19,174,5.59,N
curtain,shower,0.031,0.076,0,0,12,13,6.82,N,17,15,5.88,N
curtain,call,0.024,0,0,0,12,13,6.82,N,15,188,3.74,V
curtain,blinds,0.016,0,0.028,0.0558,12,13,6.82,N,14,3,,N
curtain,close,0.016,0,0.006,0,12,13,6.82,N,9,234,3.24,AJ
curtain,cover,0.016,0,0,0.0004,12,13,6.82,N,23,88,,V
curtain,iron,0.016,0.03,0,0,12,13,6.82,N,23,43,5.47,N
curtain,wall,0.016,0,0.004,0.0025,12,13,6.82,N,23,160,5.85,N
curtains,drapes,0.196,0.55,0.004,0.0303,17,13,,N,10,1,,N
curtains,window,0.182,0,0.048,0.0024,17,13,,N,14,119,6.27,N
curtains,blinds,0.122,0.217,0.021,0.0529,17,13,,N,14,3,,N
curtains,rod,0.074,0,0,0,17,13,,N,15,18,6.15,N
curtains,shade,0.034,0,0.013,0.0038,17,13,,N,11,28,4.72,N
curtains,close,0.02,0,0.019,0.009,17,13,,N,9,234,3.24,AJ
curtains,house,0.02,0,0.009,0.0003,17,13,,N,13,591,6.21,N
curtains,open,0.02,0,0.022,0.017,17,13,,N,5,319,3.72,AJ
curtains,shower,0.02,0,0,0,17,13,,N,17,15,5.88,N
curtains,closed,0.014,0,0,0.0136,17,13,,N,5,106,,AJ
curtains,cover,0.014,0,0,0.0008,17,13,,N,23,88,,V
curtains,drawn,0.014,,,,17,13,,N,,,,
curtains,fabric,0.014,0,0,0,17,13,,N,15,15,6.55,N
curtains,hang,0.014,0,0,0,17,13,,N,29,26,3.88,V
curtains,room,0.014,0,0,0.0024,17,13,,N,22,383,5.37,N
curtains,stage,0.014,0,0,0,17,13,,N,19,174,5.59,N
curtains,verticals,0.014,,,,17,13,,N,,,,
curve,straight,0.285,0.081,0.006,0.0032,20,45,4.4,N,12,114,3.89,AJ
curve,road,0.115,0,0.001,0,20,45,4.4,N,24,197,5.48,N
curve,bend,0.091,0.041,0,0.0071,20,45,4.4,N,17,24,3.58,V
curve,round,0.079,0,0.009,0.0087,20,45,4.4,N,7,81,4.34,AJ
curve,turn,0.055,0,0.002,0.0047,20,45,4.4,N,21,233,3.4,V
curve,circle,0.03,0,0.017,0.0159,20,45,4.4,N,5,60,5.14,N
curve,wind,0.024,0,0,0,20,45,4.4,N,19,63,5.4,N
curve,ball,0.018,0,0.012,0.0073,20,45,4.4,N,17,110,6.08,N
curve,body,0.018,0,0.002,0.0005,20,45,4.4,N,31,276,6.58,N
curve,shape,0.018,0.011,0.001,0.01,20,45,4.4,N,18,85,4.22,N
curve,slant,0.018,,,,20,45,4.4,N,,,,
curve,angle,0.012,0.053,0,0.013,20,45,4.4,N,16,51,5.19,V
curve,corner,0.012,0.014,0.002,0.0078,20,45,4.4,N,22,134,6.13,N
curve,figure,0.012,0,0.003,0.0033,20,45,4.4,N,19,209,4.68,N
curve,girl,0.012,0,0,0,20,45,4.4,N,8,220,6.83,N
curve,grade,0.012,0,0,0,20,45,4.4,N,14,35,3.7,N
curve,line,0.012,0.024,0.076,0.0636,20,45,4.4,N,18,298,4.65,N
curve,sharp,0.012,0,0.001,0.0001,20,45,4.4,N,18,72,4.12,AJ
curve,slide,0.012,0,0,0,20,45,4.4,N,19,20,4.93,V
curve,smooth,0.012,0,0,0,20,45,4.4,N,12,42,3.91,AJ
curved,straight,0.187,0,0.03,0.0156,22,7,4.23,V,12,114,3.89,AJ
curved,round,0.133,0,0.009,0.0039,22,7,4.23,V,7,81,4.34,AJ
curved,road,0.1,0,0.006,0.0003,22,7,4.23,V,24,197,5.48,N
curved,bent,0.087,0.066,0.011,0.0419,22,7,4.23,V,14,34,,ADJ
curved,shape,0.047,0,0.002,0.0147,22,7,4.23,V,18,85,4.22,N
curved,arc,0.027,,,,22,7,4.23,V,,,,
curved,body,0.027,0,0.003,0.0011,22,7,4.23,V,31,276,6.58,N
curved,crooked,0.027,0,0.044,0.0577,22,7,4.23,V,23,3,,AJ
curved,line,0.027,0,0.051,0.0425,22,7,4.23,V,18,298,4.65,N
curved,wavy,0.027,,,,22,7,4.23,V,,,,
curved,woman,0.027,0,0,0,22,7,4.23,V,7,224,5.68,N
curved,circle,0.02,0,0.029,0.0268,22,7,4.23,V,5,60,5.14,N
curved,test,0.02,0,0,0.0009,22,7,4.23,V,17,119,5.08,N
curved,winding,0.02,0,0.002,0.0319,22,7,4.23,V,17,9,,AJ
curved,bowed,0.013,,,,22,7,4.23,V,,,,
curved,corner,0.013,0,0,0.0045,22,7,4.23,V,22,134,6.13,N
curved,figure,0.013,0,0.008,0.0062,22,7,4.23,V,19,209,4.68,N
curved,grade,0.013,0,0.001,0.0007,22,7,4.23,V,14,35,3.7,N
curved,notstraight,0.013,,,,22,7,4.23,V,,,,
curved,slanted,0.013,,,,22,7,4.23,V,,,,
curved,turned,0.013,,,,22,7,4.23,V,,,,
curved,twisted,0.013,,,,22,7,4.23,V,,,,
cushion,couch,0.223,0.02,0.044,0.0434,12,8,,N,12,12,5.74,N
cushion,pillow,0.194,0.03,0.003,0.0334,12,8,,N,14,8,6.12,N
cushion,soft,0.129,0,0.05,0.0035,12,8,,N,19,61,4.1,AJ
cushion,seat,0.108,0.064,0.022,0.0495,12,8,,N,10,54,6.79,N
cushion,chair,0.086,0.019,0.137,0.046,12,8,,N,14,66,6.12,N
cushion,sofa,0.065,0,0.049,0.1311,12,8,,N,10,6,6.25,N
cushion,pin,0.05,0.022,0,0,12,8,,N,15,16,5.81,N
cushion,bed,0.022,0,0.035,0.0067,12,8,,N,11,127,6.59,N
cushion,comfort,0.022,0,0.005,0.0337,12,8,,N,24,43,3.93,V
cushion,sit,0.022,0,0.044,0.016,12,8,,N,14,67,4.33,V
cushion,pad,0.014,0.047,0,0.005,12,8,,N,13,8,5.85,N
cushion,plush,0.014,0,0,0.0259,12,8,,N,23,3,,AJ
cuss,swear,0.345,0.191,0.017,0.0656,12,0,,V,13,10,,V
cuss,word,0.155,0,0.03,0.0003,12,0,,V,20,274,5.13,N
cuss,curse,0.128,0.02,0.132,0.0542,12,0,,V,16,11,4.02,N
cuss,bad,0.115,0,0.018,0,12,0,,V,9,142,3,AJ
cuss,profanity,0.047,,,,12,0,,V,,,,
cuss,anger,0.014,0,0,0.0058,12,0,,V,14,48,3.75,N
cuss,because,0.014,0,0,0,12,0,,V,12,883,1.92,C
cuss,foul,0.014,0,0.004,0.01,12,0,,V,19,4,3.47,AJ
cuss,fuck,0.014,,,,12,0,,V,,,,
cuss,language,0.014,0,0.006,0,12,0,,V,13,109,4,N
cuss,mad,0.014,0,0.01,0,12,0,,V,11,39,3.04,AJ
cuss,shit,0.014,,,,12,0,,V,,,,
custard,pudding,0.263,0,0.004,0.0323,14,0,5.45,N,13,0,6.6,N
custard,pie,0.257,0,0.026,0.0051,14,0,5.45,N,21,14,6.09,N
custard,dessert,0.079,0,0.026,0.0146,14,0,5.45,N,13,7,6.43,N
custard,food,0.046,0,0.015,0,14,0,5.45,N,18,147,5.84,N
custard,mustard,0.033,0,0,0.0024,14,0,5.45,N,10,20,5.64,N
custard,sweet,0.033,0,0.016,0,14,0,5.45,N,12,70,4.53,AJ
custard,yogurt,0.033,0,0,0.0017,14,0,5.45,N,17,0,,N
custard,yellow,0.026,0,0.003,0,14,0,5.45,N,20,55,5.18,N
custard,colonel,0.013,0,0,0,14,0,5.45,N,15,37,5.12,N
