word_english_1,word_english_2,FSG,BSG,MSG,OSG,QSS,QFR,QCON,QPS,TSS,TFR,TCON,TPS
recruit,adopt,0.016,,,0,14,10,3.84,V,,,,
recruit,airforce,0.016,0,0.0056,0.0515,14,10,3.84,V,15,0,,N
recruit,private,0.016,0,0,0,14,10,3.84,V,18,191,3.46,AJ
recruit,soldier,0.016,0,0.0094,0.1002,14,10,3.84,V,13,39,5.68,N
recruit,take,0.016,0,0.0052,0.0019,14,10,3.84,V,11,611,3.2,V
rectangle,square,0.716,0,0.0482,0.0203,7,4,5.5,N,13,143,5.15,N
rectangle,triangle,0.047,0.041,0.0323,0.3158,7,4,5.5,N,14,4,5.19,N
rectangle,circle,0.034,0,0.3436,0.4547,7,4,5.5,N,5,60,5.14,N
rectangle,geometry,0.034,0,0.0145,0.0236,7,4,5.5,N,11,9,3.33,N
rectangle,box,0.027,0,0.0243,0.1389,7,4,5.5,N,15,70,5.91,N
rectangle,shape,0.02,0,0.0279,0.0215,7,4,5.5,N,18,85,4.22,N
rectangle,math,0.014,0,0.0288,0,7,4,5.5,N,19,4,3.78,N
recycle,cans,0.342,,,0,14,0,,V,,,,
recycle,reuse,0.158,,,0,14,0,,V,,,,
recycle,aluminum,0.099,0.068,0,0,14,0,,V,8,18,5.19,N
recycle,paper,0.066,0,0.0024,0,14,0,,V,15,157,5.96,N
recycle,environment,0.039,0.013,0,0.0028,14,0,,V,21,42,,N
recycle,plastic,0.033,0.041,0.0003,0.0049,14,0,,V,23,31,,AJ
recycle,good,0.026,0,0,0,14,0,,V,8,807,2.53,AJ
recycle,earth,0.02,0,0.0052,0,14,0,,V,12,150,5.77,N
recycle,bin,0.013,,,0,14,0,,V,,,,
recycle,glass,0.013,0,0.0011,0.0007,14,0,,V,21,99,6.31,N
recycle,newspaper,0.013,0,0,0.0007,14,0,,V,23,65,6.56,N
recycle,return,0.013,0,0,0,14,0,,V,23,180,,V
recycle,use,0.013,0,0.0001,0,14,0,,V,22,589,2.88,V
recycle,waste,0.013,0,0.0005,0.0001,14,0,,V,19,35,3.76,V
red,blue,0.26,0.106,0.0146,0.0081,14,197,4.97,N,14,143,4.49,N
red,white,0.126,0.017,0.026,0.0263,14,197,4.97,N,8,365,4.68,N
red,rose,0.102,0.171,0.0003,0,14,197,4.97,N,10,86,5.86,N
red,blood,0.047,0.337,0,0,14,197,4.97,N,20,121,6.55,N
red,color,0.047,0.242,0.0198,0.0627,14,197,4.97,N,12,141,4.45,N
red,cross,0.047,0.022,0,0,14,197,4.97,N,18,55,5.1,N
red,black,0.039,0,0.0949,0.0725,14,197,4.97,N,10,203,4.66,AJ
red,bright,0.024,0.014,0.0032,0.004,14,197,4.97,N,16,87,4.55,AJ
red,dress,0.024,0.016,0,0,14,197,4.97,N,15,67,5.91,N
red,green,0.024,0.035,0.0412,0.0353,14,197,4.97,N,17,116,5.46,N
red,orange,0.024,0.031,0.0005,0.0014,14,197,4.97,N,14,23,5.74,N
red,yellow,0.024,0.047,0.0048,0.0295,14,197,4.97,N,20,55,5.18,N
red,gaudy,0.016,,,0,14,197,4.97,N,,,,
red,hair,0.016,0,0,0.0016,14,197,4.97,N,19,148,5.7,N
reduce,increase,0.144,0,0.014,0.0137,23,62,,V,11,195,,V
reduce,less,0.111,0,0.0049,0.0017,23,62,,V,12,438,2.56,AJ
reduce,small,0.059,0,0.0141,0,23,62,,V,9,542,3.98,AJ
reduce,subtract,0.059,0,0.021,0.0203,23,62,,V,6,2,2.86,V
reduce,enlarge,0.052,,,0,23,62,,V,,,,
reduce,loss,0.046,0,0.0008,0.0009,23,62,,V,14,86,3.34,N
reduce,lower,0.033,0,0.0015,0.0039,23,62,,V,11,123,3.39,V
reduce,minimize,0.033,,,0,23,62,,V,,,,
reduce,add,0.026,0,0.0481,0.0431,23,62,,V,11,88,2.95,V
reduce,decrease,0.026,0.013,0.0645,0.0931,23,62,,V,10,15,,V
reduce,save,0.026,0,0,0,23,62,,V,17,62,3.07,V
reduce,calories,0.02,0,0,0.0086,23,62,,V,11,7,,N
reduce,induce,0.02,,,0,23,62,,V,,,,
reduce,prices,0.02,,,0,23,62,,V,,,,
reduce,shrink,0.02,0.014,0,0.029,23,62,,V,15,5,3.65,V
reduce,weight,0.02,0,0.0027,0.0053,23,62,,V,14,91,4.35,N
reduce,boobs,0.013,,,0,23,62,,V,,,,
reduce,cut,0.013,0,0,0,23,62,,V,21,192,4.15,N
reduce,fat,0.013,0,0.0158,0.0006,23,62,,V,16,60,4.8,N
reduce,minus,0.013,0,0.0111,0.0213,23,62,,V,10,8,2.75,PP
reduce,speed,0.013,0,0,0,23,62,,V,15,83,3.56,N
reduce,takeaway,0.013,,,0,23,62,,V,,,,
reduce,use,0.013,0,0,0,23,62,,V,22,589,2.88,V
reef,coral,0.4,0.377,0,0.0335,8,11,6.41,N,11,5,5.69,N
reef,ocean,0.164,0,0.0911,0.0413,8,11,6.41,N,17,34,5.63,N
reef,water,0.097,0,0.0546,0.0045,8,11,6.41,N,18,442,6.27,N
reef,sea,0.061,0,0.0956,0.0881,8,11,6.41,N,15,95,5.82,N
reef,beach,0.03,0,0.0342,0.0191,8,11,6.41,N,16,61,6.08,N
reef,fish,0.03,0,0.0184,0.0254,8,11,6.41,N,24,35,5.84,N
reef,dive,0.024,0,0.0084,0.0228,8,11,6.41,N,14,23,4.65,V
reef,keys,0.012,0,0,0,8,11,6.41,N,13,34,6.08,N
reel,fishing,0.331,0.023,0.0777,0.0506,11,2,4.85,V,15,32,5.05,N
reel,rod,0.291,0.279,0.0459,0.0846,11,2,4.85,V,15,18,6.15,N
reel,movie,0.061,0.015,0.0293,0.0105,11,2,4.85,V,21,29,5.85,N
reel,film,0.054,0,0.0119,0.0334,11,2,4.85,V,12,96,5.91,N
reel,pole,0.054,0,0.076,0.0335,11,2,4.85,V,14,18,5.59,N
reel,line,0.047,0,0,0,11,2,4.85,V,18,298,4.65,N
reel,tape,0.02,0,0.0008,0,11,2,4.85,V,18,35,5.62,N
reel,wind,0.02,0,0,0,11,2,4.85,V,19,63,5.4,N
reel,back,0.014,0,0,0,11,2,4.85,V,12,967,4.89,N
reel,pull,0.014,0,0,0,11,2,4.85,V,10,51,3.4,V
reel,turn,0.014,0,0,0,11,2,4.85,V,21,233,3.4,V
referee,football,0.141,0,0.0508,0.0251,19,1,5.34,N,23,36,5.75,N
referee,game,0.114,0,0.0507,0.0077,19,1,5.34,N,13,123,4.72,N
referee,soccer,0.107,0,0.005,0.0378,19,1,5.34,N,8,3,5.05,N
referee,sports,0.081,0,0.0016,0.0493,19,1,5.34,N,20,49,,N
referee,stripe,0.06,0,0,0.0003,19,1,5.34,N,23,4,4.56,N
referee,umpire,0.06,0.046,0.0004,0.027,19,1,5.34,N,13,1,5.51,N
referee,judge,0.054,0,0,0.0002,19,1,5.34,N,17,77,6.25,V
referee,baseball,0.04,0,0.048,0.0228,19,1,5.34,N,18,57,5.75,N
referee,coach,0.04,0,0,0.012,19,1,5.34,N,13,24,4.48,N
referee,blackandwhite,0.027,,,0,19,1,5.34,N,,,,
referee,official,0.027,0.096,0,0.0084,19,1,5.34,N,20,75,,AJ
referee,basketball,0.02,0,0.0103,0.0256,19,1,5.34,N,13,9,5.88,N
referee,whistle,0.02,0,0,0,19,1,5.34,N,16,4,5.58,V
referee,ball,0.013,0,0.0524,0.0193,19,1,5.34,N,17,110,6.08,N
referee,black,0.013,0,0.0014,0,19,1,5.34,N,10,203,4.66,AJ
referee,control,0.013,0,0,0,19,1,5.34,N,23,223,2.68,V
referee,fight,0.013,0,0,0,19,1,5.34,N,24,98,4.16,V
referee,goalie,0.013,,,0,19,1,5.34,N,,,,
referee,hockey,0.013,0,0.0011,0,19,1,5.34,N,13,1,5.23,N
reflect,mirror,0.507,0,0.002,0.0041,13,25,,V,8,27,5.91,N
reflect,think,0.074,0,0.0092,0.0008,13,25,,V,22,433,3.38,V
reflect,light,0.054,0,0.0012,0.0017,13,25,,V,12,333,5.39,N
reflect,lookback,0.027,,,0,13,25,,V,,,,
reflect,shine,0.027,0,0.0031,0.0121,13,25,,V,9,5,4.07,V
reflect,sun,0.027,0,0.0143,0.004,13,25,,V,14,112,6.23,N
reflect,look,0.02,0,0.019,0.0136,13,25,,V,11,399,3.74,V
reflect,ponder,0.02,0,0.0029,0.0342,13,25,,V,5,1,2.78,V
reflect,see,0.02,0,0.0244,0.0057,13,25,,V,14,772,3.44,V
reflect,image,0.014,0,0.1136,0.0728,13,25,,V,16,119,2.95,N
reflect,knee,0.014,0,0,0,13,25,,V,14,35,6.78,N
reflect,refract,0.014,,,0,13,25,,V,,,,
reflect,water,0.014,0,0,0,13,25,,V,18,442,6.27,N
reflection,mirror,0.715,0.383,0.005,0.0082,11,32,3.12,N,8,27,5.91,N
reflection,water,0.049,0,0.0052,0.0006,11,32,3.12,N,18,442,6.27,N
reflection,image,0.035,0.016,0.1605,0.102,11,32,3.12,N,16,119,2.95,N
reflection,light,0.021,0,0,0,11,32,3.12,N,12,333,5.39,N
reflection,myself,0.021,,,0,11,32,3.12,N,,,,
reflection,introspection,0.014,,,0,11,32,3.12,N,,,,
reflection,look,0.014,0,0.02,0,11,32,3.12,N,11,399,3.74,V
reflection,me,0.014,0,0,0.0015,11,32,3.12,N,12,1181,5,P
reflection,pool,0.014,0,0.0021,0.0181,11,32,3.12,N,13,111,6.29,N
reflection,refraction,0.014,,,0,11,32,3.12,N,,,,
reflection,thought,0.014,0,0.0011,0.0009,11,32,3.12,N,9,442,1.28,N
refrain,stop,0.514,0,0.0017,0,14,10,3.21,V,8,120,2.93,V
refrain,holdback,0.047,,,0,14,10,3.21,V,,,,
refrain,keep,0.02,0,0,0.0002,14,10,3.21,V,17,264,3.3,V
refrain,music,0.02,0,0.0002,0,14,10,3.21,V,25,216,5.15,N
refrain,quiet,0.02,0,0,0,14,10,3.21,V,12,76,3.7,AJ
refrain,smoking,0.02,0,0,0,14,10,3.21,V,17,8,,V
refrain,talking,0.02,,,0,14,10,3.21,V,,,,
refrain,abstain,0.014,,,0,14,10,3.21,V,,,,
refrain,away,0.014,0,0.0003,0.0005,14,10,3.21,V,17,456,2.53,AD
refrain,don't,0.014,,,0,14,10,3.21,V,,,,
refrain,from,0.014,,,0,14,10,3.21,V,,,,
refrain,verse,0.014,0.014,0,0.0003,14,10,3.21,V,16,28,,N
refrain,wait,0.014,0,0,0.0627,14,10,3.21,V,19,94,3.09,V
refrain,withdraw,0.014,,,0,14,10,3.21,V,,,,
refreshing,cool,0.201,0,0.0175,0.0146,17,6,3.45,AJ,12,62,3.6,AJ
refreshing,water,0.161,0,0.0338,0.0385,17,6,3.45,AJ,18,442,6.27,N
refreshing,drink,0.121,0,0.057,0.0316,17,6,3.45,AJ,20,82,4.95,V
refreshing,cold,0.06,0,0.0259,0.0026,17,6,3.45,AJ,19,171,4.67,AJ
refreshing,lemonade,0.06,0.046,0,0.0345,17,6,3.45,AJ,18,3,6.93,N
refreshing,coke,0.034,0,0.0114,0.0299,17,6,3.45,AJ,9,4,5.68,N
refreshing,new,0.034,0,0,0.0004,17,6,3.45,AJ,10,1635,3.44,AJ
refreshing,clean,0.027,0,0.0032,0,17,6,3.45,AJ,13,70,3.82,AJ
refreshing,soda,0.02,0,0.0096,0.0177,17,6,3.45,AJ,12,3,5.96,N
refreshing,soothing,0.02,,,0,17,6,3.45,AJ,,,,
refreshing,air,0.013,0,0.0063,0.0117,17,6,3.45,AJ,17,257,5.67,N
refreshing,beach,0.013,0,0,0.0118,17,6,3.45,AJ,16,61,6.08,N
refreshing,cola,0.013,,,0,17,6,3.45,AJ,,,,
refreshing,coldwater,0.013,,,0,17,6,3.45,AJ,,,,
refreshing,cooling,0.013,,,0,17,6,3.45,AJ,,,,
refreshing,shower,0.013,0,0,0.0285,17,6,3.45,AJ,17,15,5.88,N
refreshing,thirsty,0.013,0,0.0082,0.0791,17,6,3.45,AJ,13,5,4.04,AJ
refrigerator,food,0.424,0,0.0087,0,9,23,7,N,18,147,5.84,N
refrigerator,cold,0.265,0,0.0674,0,9,23,7,N,19,171,4.67,AJ
refrigerator,freezer,0.121,0.128,0,0.154,9,23,7,N,10,1,,N
refrigerator,cool,0.045,0,0,0.0286,9,23,7,N,12,62,3.6,AJ
refrigerator,icebox,0.023,,,0,9,23,7,N,,,,
refrigerator,microwave,0.023,0,0.0002,0.0716,9,23,7,N,14,2,,N
refrigerator,oven,0.015,0,0.0113,0.0113,9,23,7,N,9,7,5.45,N
refrigerator,small,0.015,0,0,0,9,23,7,N,9,542,3.98,AJ
refrigerator,stove,0.015,0,0.0034,0.0042,9,23,7,N,11,15,5.75,N
refuse,no,0.272,0.029,0.0153,0,18,16,3.42,V,9,2201,3.14,AD
refuse,deny,0.144,0.048,0.0064,0.0258,18,16,3.42,V,18,47,2.63,V
refuse,won't,0.056,,,0,18,16,3.42,V,,,,
refuse,reject,0.039,0.034,0.0096,0.0292,18,16,3.42,V,18,10,2.82,V
refuse,accept,0.033,0,0.0135,0.0242,18,16,3.42,V,18,72,,V
refuse,garbage,0.028,0.021,0.0089,0.0078,18,16,3.42,V,14,7,5.68,N
refuse,take,0.028,0,0.0112,0.0045,18,16,3.42,V,11,611,3.2,V
refuse,agree,0.022,0,0.0024,0,18,16,3.42,V,11,51,,V
refuse,trash,0.017,0,0.0128,0.0147,18,16,3.42,V,11,2,5.76,N
refuse,dislike,0.011,0,0.0017,0.0002,18,16,3.42,V,6,14,2.75,V
refuse,forbid,0.011,0,0,0.045,18,16,3.42,V,22,4,3.44,V
refuse,give,0.011,0,0.0158,0.0124,18,16,3.42,V,13,291,3.18,V
refuse,help,0.011,0,0,0.0044,18,16,3.42,V,23,311,2.82,V
refuse,ignore,0.011,0,0.0006,0.0016,18,16,3.42,V,23,19,3.08,V
refuse,mean,0.011,0,0.0012,0,18,16,3.42,V,18,199,3.09,N
refuse,stubborn,0.011,0,0,0.0007,18,16,3.42,V,23,12,,AJ
refuse,to,0.011,,,0,18,16,3.42,V,,,,
refuse,turndown,0.011,,,0,18,16,3.42,V,,,,
region,area,0.512,0,0.004,0.0128,10,76,4.35,N,21,323,3.68,N
region,land,0.056,0,0.0107,0.001,10,76,4.35,N,25,217,6.07,N
region,place,0.056,0,0.1073,0.0287,10,76,4.35,N,22,571,3.98,N
region,country,0.024,0,0.0081,0.0054,10,76,4.35,N,19,324,4.54,N
region,north,0.024,0,0.0167,0.0185,10,76,4.35,N,9,206,3.54,N
region,part,0.024,0,0.0077,0.0003,10,76,4.35,N,17,500,3.05,N
region,section,0.024,0,0.0003,0.0251,10,76,4.35,N,13,189,3.82,N
region,south,0.024,0,0.0185,0.0167,10,76,4.35,N,7,240,3.39,N
region,state,0.016,0,0.0008,0.0043,10,76,4.35,N,15,808,4.31,N
region,usa,0.016,0,0.0047,0.0047,10,76,4.35,N,11,4,,N
register,cash,0.272,0,0.023,0.0863,17,26,,N,4,36,6.28,N
register,money,0.106,0,0.2336,0.0577,17,26,,N,19,265,5.77,N
register,signup,0.093,,,0,17,26,,N,,,,
register,vote,0.093,0.026,0,0,17,26,,N,21,75,3.85,N
register,classes,0.066,,,0,17,26,,N,,,,
register,apply,0.026,,,0,17,26,,N,,,,
register,line,0.02,0,0,0,17,26,,N,18,298,4.65,N
register,school,0.02,0,0,0,17,26,,N,22,492,5.25,N
register,understand,0.02,0,0.0113,0.004,17,26,,N,12,137,2.33,V
register,acknowledge,0.013,0,0,0.0008,17,26,,N,22,12,2.86,V
register,cashier,0.013,0.027,0,0.0515,17,26,,N,9,0,,N
register,comprehend,0.013,0,0.0062,0.0166,17,26,,N,4,10,2.3,V
register,drop,0.013,0,0,0,17,26,,N,16,59,3.16,N
register,enroll,0.013,,,0,17,26,,N,,,,
register,pay,0.013,0,0,0.0582,17,26,,N,13,172,4.65,V
register,sign,0.013,0,0,0,17,26,,N,15,94,5.16,N
register,voter,0.013,,,0,17,26,,N,,,,
regret,sorry,0.213,0.021,0.0075,0.0083,22,9,2.33,V,17,48,2.68,AJ
regret,sorrow,0.076,0,0.0037,0.0178,22,9,2.33,V,13,9,2.61,N
regret,shame,0.056,0.015,0.0016,0.0217,22,9,2.33,V,15,21,3.4,N
regret,guilt,0.046,0,0.0378,0.014,22,9,2.33,V,19,33,2.92,N
regret,hate,0.041,0,0.009,0.0011,22,9,2.33,V,12,42,3.86,V
regret,sad,0.041,0,0.0596,0,22,9,2.33,V,7,35,3.52,AJ
regret,wish,0.036,0,0.0002,0,22,9,2.33,V,13,110,2.66,N
regret,deny,0.03,0.014,0,0.001,22,9,2.33,V,18,47,2.63,V
regret,forget,0.025,0,0.01,0.0002,22,9,2.33,V,11,54,2.53,V
regret,remorse,0.02,0.123,0,0.0386,22,9,2.33,V,12,1,2.55,N
regret,dislike,0.015,0,0.0014,0.0246,22,9,2.33,V,6,14,2.75,V
regret,forgive,0.015,0,0.0111,0.0262,22,9,2.33,V,8,24,2.36,V
regret,repent,0.015,,,0,22,9,2.33,V,,,,
regret,worry,0.015,0,0,0.0011,22,9,2.33,V,24,55,2.8,V
regret,bad,0.01,0,0.0092,0,22,9,2.33,V,9,142,3,AJ
regret,death,0.01,0,0.0034,0.0037,22,9,2.33,V,15,277,3.86,N
regret,mistake,0.01,0,0.0045,0.0032,22,9,2.33,V,11,34,2.7,N
regret,pity,0.01,0,0.0032,0.0496,22,9,2.33,V,14,14,3.3,N
regret,pride,0.01,0,0,0.0008,22,9,2.33,V,21,42,1.49,N
regret,resent,0.01,,,0,22,9,2.33,V,,,,
regret,rethink,0.01,,,0,22,9,2.33,V,,,,
regret,takeback,0.01,,,0,22,9,2.33,V,,,,
regular,irregular,0.201,0.285,0,0.0035,14,83,2.55,AJ,15,9,,AJ
regular,normal,0.174,0.083,0.0251,0.0067,14,83,2.55,AJ,15,136,2.38,AJ
regular,usual,0.069,0.027,0.0079,0.0296,14,83,2.55,AJ,14,96,2.39,AJ
regular,ordinary,0.056,0.028,0.0103,0.0291,14,83,2.55,AJ,15,72,,AJ
regular,gas,0.049,0,0,0,14,83,2.55,AJ,10,98,5.34,N
regular,always,0.042,0,0.0065,0,14,83,2.55,AJ,6,458,2.45,AD
regular,average,0.035,0.02,0.0135,0.0277,14,83,2.55,AJ,19,130,2.35,N
regular,unleaded,0.035,,,0,14,83,2.55,AJ,,,,
regular,same,0.021,0,0.0135,0,14,83,2.55,AJ,8,686,2.44,AJ
regular,steady,0.021,,,0,14,83,2.55,AJ,,,,
regular,common,0.014,0.027,0.0125,0.0153,14,83,2.55,AJ,23,233,2.51,AJ
regular,consistent,0.014,,,0,14,83,2.55,AJ,,,,
regular,constant,0.014,0,0,0.0111,14,83,2.55,AJ,14,71,,N
regular,plain,0.014,0,0.0152,0.0043,14,83,2.55,AJ,20,48,5.28,AJ
regulation,rules,0.397,0,0.0025,0.0154,12,14,3.54,N,12,85,,N
regulation,law,0.075,0,0.0836,0.0026,12,14,3.54,N,14,299,3.36,N
regulation,time,0.068,0,0.0006,0,12,14,3.54,N,14,1599,3.79,N
regulation,army,0.021,0,0,0,12,14,3.54,N,12,132,6.53,N
regulation,limit,0.021,0,0.0016,0.0023,12,14,3.54,N,21,48,2.73,N
regulation,restriction,0.021,0,0.0004,0.0553,12,14,3.54,N,14,8,,N
regulation,basketball,0.014,0,0,0,12,14,3.54,N,13,9,5.88,N
regulation,control,0.014,0,0,0,12,14,3.54,N,23,223,2.68,V
regulation,deregulation,0.014,,,0,12,14,3.54,N,,,,
regulation,order,0.014,0,0.014,0.0033,12,14,3.54,N,22,376,3.37,N
regulation,overtime,0.014,,,0,12,14,3.54,N,,,,
regulation,tire,0.014,0,0,0,12,14,3.54,N,10,22,5.51,V
regulations,rules,0.662,0.178,0.0743,0,2,29,3.59,N,12,85,,N
regulations,laws,0.188,0.034,0,0.2615,2,29,3.59,N,16,88,,N
reindeer,christmas,0.255,0,0.0674,0.0059,11,0,,N,13,27,4.53,N
reindeer,santa,0.235,0,0.0102,0.0704,11,0,,N,7,28,,N
reindeer,rudolph,0.196,,,0,11,0,,N,,,,
reindeer,snow,0.046,0,0.0173,0,11,0,,N,14,59,6.05,N
reindeer,deer,0.039,0.014,0.0222,0.0091,11,0,,N,18,13,3.96,N
reindeer,sleigh,0.039,0.15,0,0.0598,11,0,,N,9,0,6,N
reindeer,nose,0.026,0,0,0,11,0,,N,15,60,6.26,N
reindeer,animal,0.02,0,0.0055,0,11,0,,N,28,68,5.65,N
reindeer,antlers,0.02,0.099,0,0.0256,11,0,,N,6,3,,N
reindeer,doe,0.013,0,0.0052,0.0283,11,0,,N,8,1,5.75,N
reindeer,forest,0.013,0,0.0022,0,11,0,,N,9,66,6.37,N
reject,accept,0.169,0.107,0.0044,0.0102,18,10,2.82,V,18,72,,V
reject,deny,0.068,0.041,0.0208,0.0139,18,10,2.82,V,18,47,2.63,V
reject,throwaway,0.068,,,0,18,10,2.82,V,,,,
reject,no,0.047,0,0.0148,0.0012,18,10,2.82,V,9,2201,3.14,AD
reject,refuse,0.034,0.039,0.0048,0.0292,18,10,2.82,V,18,16,3.42,V
reject,dislike,0.027,0,0.0017,0.0084,18,10,2.82,V,6,14,2.75,V
reject,hurt,0.027,0,0.0002,0.0005,18,10,2.82,V,12,37,3.66,V
reject,sad,0.027,0,0.0006,0,18,10,2.82,V,7,35,3.52,AJ
reject,nerd,0.02,0,0,0,18,10,2.82,V,11,0,,N
reject,take,0.02,0,0.0296,0.0007,18,10,2.82,V,11,611,3.2,V
reject,allow,0.014,0,0.0071,0.0004,18,10,2.82,V,16,72,2.64,V
reject,away,0.014,0,0.0012,0.0004,18,10,2.82,V,17,456,2.53,AD
reject,bad,0.014,0,0.0009,0,18,10,2.82,V,9,142,3,AJ
reject,hate,0.014,0,0.0166,0.0015,18,10,2.82,V,12,42,3.86,V
reject,ignore,0.014,0.017,0.0004,0.0027,18,10,2.82,V,23,19,3.08,V
reject,leave,0.014,0,0.0008,0.0008,18,10,2.82,V,18,205,3.1,V
reject,unwanted,0.014,,,0,18,10,2.82,V,,,,
reject,withdraw,0.014,,,0,18,10,2.82,V,,,,
rejoice,happy,0.411,0,0.0262,0.001,18,1,3.21,V,8,98,3.51,AJ
rejoice,sing,0.083,0,0,0.0054,18,1,3.21,V,17,34,4.12,V
rejoice,celebrate,0.078,0.014,0,0.0278,18,1,3.21,V,10,4,,V
rejoice,happiness,0.05,0,0.008,0.0135,18,1,3.21,V,14,23,1.94,N
rejoice,joy,0.039,0,0.0151,0.1689,18,1,3.21,V,9,40,3.54,N
rejoice,god,0.028,0,0.0106,0.003,18,1,3.21,V,23,318,3.61,N
rejoice,party,0.022,0,0.047,0,18,1,3.21,V,22,216,5.5,N
rejoice,praise,0.022,0,0,0.0075,18,1,3.21,V,21,17,3.5,N
rejoice,christmas,0.017,0,0.001,0.0008,18,1,3.21,V,13,27,4.53,N
rejoice,church,0.017,0,0.0036,0.0105,18,1,3.21,V,15,348,5.82,N
rejoice,hallelujah,0.017,,,0,18,1,3.21,V,,,,
rejoice,jubilation,0.017,,,0,18,1,3.21,V,,,,
rejoice,ecstatic,0.011,,,0,18,1,3.21,V,,,,
rejoice,glad,0.011,0,0.0192,0.2256,18,1,3.21,V,7,38,3.14,AJ
rejoice,jesus,0.011,0,0.005,0.0068,18,1,3.21,V,13,64,4.02,N
rejoice,proclaim,0.011,,,0,18,1,3.21,V,,,,
rejoice,religion,0.011,0,0.0046,0.0079,18,1,3.21,V,14,119,3.71,N
rejoice,together,0.011,0,0,0.0111,18,1,3.21,V,19,267,2.88,AD
relation,family,0.134,0,0.0185,0.021,16,63,2.79,N,25,331,5.85,N
relation,friend,0.106,0,0.0323,0.0002,16,63,2.79,N,22,133,4.4,N
relation,relative,0.085,0.014,0.0179,0.0398,16,63,2.79,N,16,46,5.18,AJ
relation,relationship,0.07,0,0,0.0092,16,63,2.79,N,19,88,,N
relation,mother,0.056,0,0.0237,0.0058,16,63,2.79,N,13,216,5.47,N
relation,parent,0.042,0,0.0186,0.0165,16,63,2.79,N,10,15,6.18,N
relation,sister,0.042,0,0.0083,0.0133,16,63,2.79,N,16,38,5.71,N
relation,aunt,0.035,0.016,0.0183,0.0074,16,63,2.79,N,3,22,5.79,N
relation,mom,0.028,0,0.0101,0.0036,16,63,2.79,N,5,3,6.4,N
relation,connection,0.021,,,0,16,63,2.79,N,,,,
relation,cousin,0.021,0,0.008,0.0534,16,63,2.79,N,11,51,,N
relation,husband,0.021,0,0.0021,0,16,63,2.79,N,4,131,5.45,N
relation,kin,0.021,0,0.0022,0.0538,16,63,2.79,N,12,2,,N
relation,similar,0.021,0,0.0007,0.0058,16,63,2.79,N,5,157,2.48,AJ
relation,public,0.014,0,0,0,16,63,2.79,N,21,438,,N
relation,same,0.014,0,0.0087,0.001,16,63,2.79,N,8,686,2.44,AJ
relationship,love,0.266,0,0.0251,0,19,88,,N,18,232,3.51,N
relationship,friend,0.084,0,0.0064,0.0057,19,88,,N,22,133,4.4,N
relationship,marriage,0.078,0,0.0057,0.0333,19,88,,N,19,95,3.94,N
relationship,boyfriend,0.052,0,0.023,0.0502,19,88,,N,12,0,5.88,N
relationship,girlfriend,0.045,0,0.0238,0.0495,19,88,,N,13,1,,N
relationship,good,0.032,0,0.0031,0,19,88,,N,8,807,2.53,AJ
relationship,commitment,0.026,0.126,0.0031,0.0327,19,88,,N,18,13,,N
relationship,together,0.026,0,0.0013,0.0151,19,88,,N,19,267,2.88,AD
relationship,breakup,0.013,,,0,19,88,,N,,,,
relationship,caring,0.013,0,0,0.0019,19,88,,N,18,10,,V
relationship,date,0.013,0,0,0,19,88,,N,20,103,5.38,N
relationship,husband,0.013,0,0.0022,0.0032,19,88,,N,4,131,5.45,N
relationship,long,0.013,0,0.0003,0,19,88,,N,13,755,3.68,AJ
relationship,meaningful,0.013,0.106,0,0.0129,19,88,,N,22,24,,AJ
relationship,sex,0.013,0,0.0009,0.0287,19,88,,N,15,84,5.33,N
relationship,sharing,0.013,,,0,19,88,,N,,,,
relationship,trust,0.013,0,0.0009,0.0279,19,88,,N,18,52,3.35,N
relationship,woman,0.013,0,0.0002,0.0043,19,88,,N,7,224,5.68,N
relationship,work,0.013,0,0,0,19,88,,N,19,760,3.88,N
relative,aunt,0.169,0.087,0.0334,0.0204,16,46,5.18,AJ,3,22,5.79,N
relative,family,0.115,0.025,0.0182,0.0156,16,46,5.18,AJ,25,331,5.85,N
relative,cousin,0.074,0.24,0.0018,0.0572,16,46,5.18,AJ,11,51,,N
relative,mother,0.074,0,0.0165,0.0064,16,46,5.18,AJ,13,216,5.47,N
relative,friend,0.068,0,0.0307,0.0005,16,46,5.18,AJ,22,133,4.4,N
relative,sister,0.061,0.014,0.0233,0.0237,16,46,5.18,AJ,16,38,5.71,N
relative,mom,0.047,0,0.007,0.0029,16,46,5.18,AJ,5,3,6.4,N
relative,parent,0.034,0.024,0.0152,0.0198,16,46,5.18,AJ,10,15,6.18,N
relative,brother,0.027,0.016,0.0383,0.0522,16,46,5.18,AJ,10,73,5.91,N
relative,close,0.027,0,0.0035,0,16,46,5.18,AJ,9,234,3.24,AJ
relative,grandma,0.027,0,0,0,16,46,5.18,AJ,10,13,,N
relative,person,0.027,0,0.0007,0.005,16,46,5.18,AJ,14,175,6.51,N
relative,uncle,0.027,0.091,0.1349,0.1203,16,46,5.18,AJ,6,57,5.71,N
relative,kin,0.014,0.233,0.0026,0.0388,16,46,5.18,AJ,12,2,,N
relative,relation,0.014,0.085,0.0034,0.0398,16,46,5.18,AJ,16,63,2.79,N
relative,stranger,0.014,0.014,0,0.0145,16,46,5.18,AJ,20,40,5.55,N
relativity,theory,0.123,0.028,0.0013,0.0068,19,3,,N,25,129,1.9,N
