word_english,arousal_LSA_M,arousal_norms_M,concrete_LSA_M,concrete_norms_M,dominate_LSA_M,dominate_norms_M,imagine_LSA_M,imagine_norms_M,valence_LSA_M,valence_norms_M
trifle,5.46,,3.91,,5.19,,4.69,,5.5,
trigger,6.27,,3.76,,4.68,,4.19,,3.86,
triglyceride,4.71,,4.81,,4.86,,4.69,,4.29,
trill,4.64,,5.63,,5.32,,5.71,,6.35,
trillion,5.04,,4.54,,5.36,,4.9,,6.09,
trilobite,4.97,,5.29,,4.84,,4.97,,5.08,
trim,4.47,,5.55,3.94,4.95,,5.18,3.84,5.09,
trimming,4.42,,5.59,,5.21,,5.37,,5.41,
trinity,5.11,,3.65,,5,,4.41,,5.35,
trinket,5.22,,4.58,,5.56,,4.93,,6.45,
trio,5.28,,4.4,,5.35,,5.13,,6.1,
triode,4.94,,4.13,,5.35,,4.23,,5.66,
trip,5.44,,4.78,4.54,5.62,,5.04,4.95,6.42,
triple,5.7,,3.75,,5.51,,4.22,,5.7,
tripod,4.97,,5.03,,5.06,,4.99,,5.59,
trite,5.17,,3.55,,5.33,,4.1,,5.66,
tritium,5.01,,4.63,,4.73,,4.63,,4.64,
triumph,5.76,5.78,3.2,3.14,5.55,6.98,4.44,5.11,5.83,7.8
triumphant,5.84,6.78,3.25,,5.47,6.95,4.4,,5.79,8.82
triumphantly,4.71,,4.6,,5.1,,4.95,,5.41,
triumvirate,5.58,,4.4,,5.45,,4.44,,4.97,
trivial,5.22,,2.87,,5.38,,3.47,,5.53,
troll,5.33,,5.15,,4.97,,5.35,,4.83,
trolley,4.59,,5.56,,4.83,,5.28,,5.08,
trombone,4.91,,5.28,,5.5,,5.44,,6.49,
troop,6.05,,4.87,5.14,4.89,,5.04,4.76,4.2,
trooper,6.11,,5.16,,4.68,,5.33,,3.72,
trophic,4.84,,4.51,,5.11,,4.43,,5.17,
trophy,5.58,5.39,4.77,,5.91,6.44,4.94,,6.6,7.78
tropic,4.57,,4.78,,5.04,,5.21,,5.4,
tropical,4.65,,5.38,,4.98,,5.21,,5.2,
tropism,4.67,,4.78,,5.16,,4.78,,5.74,
troposphere,5.13,,4.87,,4.74,,5.1,,4.9,
trot,4.6,,5.61,,5.09,,5.44,,5.67,
trotter,5.57,,4.79,,5.93,,5,,6.71,
trouble,5.54,6.85,3.49,3.17,4.82,4.85,4.23,4.11,4.38,3.03
troubled,5.71,5.94,3.35,,4.5,3.91,4.55,,3.66,2.17
troublemaker,5.9,,3.7,,4.68,,4.35,,3.9,
troubleshooting,4.79,,4.99,,4.82,,4.73,,4.58,
troublesome,5.41,,2.86,,4.66,,3.62,,4.18,
troubling,5.52,,3.11,,4.46,,3.77,,3.91,
trough,5.2,,5.17,,4.94,,5.26,,5.53,
troupe,5.69,,4.46,,5.77,,4.95,,6.65,
trouser,4.49,,6.12,,5.25,,5.69,,5.82,
trout,4.77,,6.07,6.74,5.01,,5.52,6,5.62,
trowel,4.43,,5.27,,4.98,,4.83,,4.95,
truant,4.76,,5.18,,4.79,,5.27,,5.02,
truce,6.05,,4.12,,4.77,,4.57,,3.71,
truck,4.73,4.84,5.72,,4.93,5.33,5.37,,4.95,5.47
trucker,4.68,,5.56,,5.11,,5.36,,5.29,
trucking,4.98,,4.34,,5.28,,4.39,,5.63,
trudge,4.55,,5.08,,5.09,,5.5,,5.77,
TRUE,4.99,,2.85,,5.58,,3.4,,6.11,
truly,5.39,,2.88,,5.78,,4.01,,6.46,
trumpet,4.79,4.97,5.15,,5.49,4.57,5.31,,6.36,5.75
trunk,4.45,4.18,6.03,6.29,4.85,5.14,5.39,5.35,5.32,5.09
truss,4.41,,5.3,,5.11,,4.9,,5.42,
trust,5.64,5.3,3.01,2.49,5.19,6.61,4.16,3.62,5.12,6.68
trustee,5.24,,3.67,,5.4,,3.95,,5.92,
trustworthy,5.03,,3.29,,5.41,,3.75,,5.74,
trusty,5.44,,4.88,,5.32,,5.11,,5.75,
truth,5.16,5,2.75,,5.45,6.47,3.72,,5.62,7.8
truthful,5.16,,3.29,,5.61,,4.09,,6.18,
truthfully,5.1,,3.3,,5.17,,3.91,,5.26,
try,5.63,,3.53,2.49,5,,4.26,3.54,4.72,
tryout,5.55,,5.11,,5.56,,5.13,,5.91,
tsar,5.68,,4.17,,5.11,,4.68,,4.43,
tsetse,5.15,,5.07,,4.29,,4.93,,3.59,
tsk,5.07,,5.91,,5.05,,5.61,,5.04,
tsunami,5.27,,5.23,,4.84,,5.29,,5.34,
tub,4.36,,5.93,,5.31,,5.71,,5.83,
tuba,5.38,,4.84,,5.59,,5.13,,6.77,
tube,4.7,,5.52,,5.03,,5.19,,4.92,
tuber,4.61,,5.91,,4.88,,5.42,,5.02,
tuberculosis,5.17,,4.17,,3.98,,4.52,,2.91,
tubing,4.6,,5.52,,5.04,,5.16,,5.15,
tubular,4.69,,5.3,,5.02,,4.98,,5.1,
tubule,4.72,,5.12,,4.91,,4.8,,4.34,
tuck,4.34,,6.17,4.49,5.13,,5.86,4.22,5.74,
tuff,4.93,,4.23,,4.7,,4.37,,4.34,
tuft,4.43,,5.61,,5.02,,5.36,,5.51,
tufted,4.69,,5.81,,5.17,,5.45,,6.02,
tug,5.3,,5.13,,5.06,,5.33,,5.22,
tug-of-war,4.91,,5.25,,5.23,,5.08,,5.52,
tugboat,4.79,,5.78,,5.04,,5.32,,5.39,
tuition,5.53,,4.46,,5.8,,4.8,,6.41,
tulip,4.69,,5.84,,5.43,,5.56,,6.56,
tumble,5.63,,4.71,4.14,4.91,,5.25,4.57,5.07,
tumbler,4.81,,5.4,,5.13,,5.37,,5.81,
tumbleweed,4.8,,5.4,,4.9,,5.43,,5.58,
tummy,5.17,,4.62,,4.91,,5,,5.09,
tumour,5.41,,4.43,,3.94,,4.45,,2.79,
tumult,5.8,,3.94,,4.71,,4.97,,4.02,
tumultuous,5.66,,3.46,,4.41,,4.55,,3.52,
tuna,4.93,,6.25,,5.07,,5.69,,5.67,
tundra,4.47,,5.6,,5.16,,5.65,,5.79,
tune,4.91,4.71,5.1,,5.34,5.74,5.3,,6.23,6.93
tungsten,4.46,,5.93,,5.23,,5.39,,5.42,
tunic,4.76,,5.97,6.12,5.31,,5.57,5.42,5.82,
tunnel,4.71,,5.58,,4.68,,5.44,,4.3,
turban,4.82,,5.83,,5.46,,5.39,,6.17,
turbidity,4.72,,5.65,,4.84,,5.36,,5.63,
turbine,5.01,,5.13,,5.21,,5.08,,5.32,
turbocharger,4.72,,5.22,,4.73,,5.06,,4.58,
turbulence,5.61,,4.53,,5.1,,4.69,,5.34,
turbulent,5.61,,3.6,,5.49,,4.44,,5.55,
turf,4.55,,5.32,,5,,5.5,,5.53,
turgor,4.9,,4.55,,4.68,,4.46,,4.78,
turkey,4.56,,6.22,,5.34,,5.88,,6.14,
turmoil,5.43,,3.17,,5.04,,4.14,,4.69,
turn,5.24,,4.5,3.77,5,,4.87,4.03,5.15,
turnaround,5,,4.5,,5.44,,4.41,,5.7,
turning,4.63,,4.82,,4.98,,4.96,,5.26,
turnip,4.48,,6.39,,5.25,,6.06,,5.73,
turnout,5.42,,3.98,,5.08,,4.2,,5.13,
turnover,5.38,,3.75,,5.53,,3.9,,5.97,
turnpike,4.51,,5.53,,5.09,,5.26,,5.38,
turnstile,4.46,,5.75,,5.08,,5.45,,5.62,
turntable,4.24,,4.7,,5.14,,4.84,,5.58,
turpentine,4.4,,5.71,,5.18,,5.32,,5.52,
turquoise,4.92,,5.9,,5.35,,5.64,,6.32,
turret,4.74,,5.75,,4.75,,5.39,,4.83,
turtle,5.1,,6.12,,4.86,,5.61,,5.02,
tusk,5.64,,5.7,,4.57,,5.51,,4.14,
tut,5.16,,5.38,,4.83,,5.34,,4.79,
tutor,5.45,,4.32,,5.91,,4.79,,6.73,
tv,5.22,,5.14,,5.31,,5.16,,6.12,
twain,5.74,,4.06,,5.89,,4.66,,6.85,
twang,4.82,,5.13,,5,,5.3,,5.4,
tweed,4.47,,6.05,6,5.17,,5.69,5.46,5.75,
tweet,4.95,,5.98,,5.19,,5.66,,5.91,
tweezers,4.1,,5.56,,4.95,,5.25,,5.05,
twelfth,5.15,,4.11,,5.92,,4.52,,6.71,
twelve,4.77,,4,,5.18,,4.69,,6.18,
twentieth,5.27,,3.1,,5.88,,3.94,,6.56,
twenty,5.3,,3.91,,5.22,,4.63,,5.65,
twenty-one,5.03,,3.74,,5.08,,4.12,,5.3,
twenty-six,4.76,,3.85,,5.38,,4.13,,6.05,
twice,5.1,,3.7,,5.3,,4.29,,5.81,
twig,4.52,,5.99,,4.95,,5.42,,5.46,
twilight,4.53,4.7,4.35,4.29,4.55,5.59,5.33,6.13,4.79,7.23
twill,5,,4.84,,5.32,,5.26,,6.23,
twin,5.19,,5.08,,5.52,,5.26,,6.99,
twine,4.34,,5.9,,5.22,,5.61,,5.83,
twinge,4.77,,5.07,,4.88,,5.33,,5.21,
twinkle,5.31,,4.85,,5.41,,5.65,,6.48,
twinkling,5.07,,4.06,,5.47,,4.77,,6.56,
twirl,5.08,,5.14,,5.34,,5.43,,6.07,
twist,4.71,,5.43,,4.87,,5.29,,4.97,
twisted,5.36,,4.89,,4.58,,5.2,,4.12,
twister,5.68,,5.1,,4.49,,5.48,,4.18,
twisting,4.73,,4.58,,4.74,,4.92,,4.82,
twitch,5.07,,5.22,,5.03,,5.32,,5.25,
twite,4.2,,5.38,,5.32,,5.41,,5.97,
twitter,4.35,,5.67,,5.14,,5.56,,6.14,
two,5.09,,3.64,,5.27,,4.1,,5.58,
two-bit,5.66,,4.1,,4.25,,4.8,,3.47,
two-column,4.82,,4.88,,5.29,,4.73,,6.07,
two-digit,4.78,,4.45,,5.16,,4.54,,5.75,
two-dimensional,4.45,,4.42,,5.09,,4.36,,5.59,
two-lane,4.79,,5.17,,5.01,,5.26,,5.15,
two-leg,4.97,,5.34,,4.96,,5.04,,4.8,
two-party,5.6,,3.79,,5.36,,4.2,,5.62,
two-room,4.7,,5.56,,5.46,,5.55,,6.13,
two-sided,5.08,,3.47,,5.08,,3.73,,4.82,
two-story,4.48,,5.68,,5.27,,5.28,,5.83,
two-third,4.83,,3.84,,5.02,,3.96,,5.12,
two-way,5.05,,4.59,,5.2,,4.56,,5.77,
two-week,5.87,,3.53,,5.45,,4.01,,5.84,
two-wheel,4.66,,5.67,,5.08,,5.23,,5.46,
two-year,5.33,,4.34,,5.72,,4.54,,6.43,
two-year-old,4.83,,4.71,,5.27,,5.13,,6.19,
twofold,5.06,,2.91,,5.6,,3.39,,6.12,
type,4.52,,3.94,3.03,5.46,,3.94,3.59,5.91,
typeface,4.36,,4.8,,5.27,,4.75,,5.62,
typeset,4.39,,5.04,,5.22,,4.83,,5.55,
typewrite,4.41,,4.98,,5.21,,4.87,,5.64,
typewriter,4.49,,5.01,6.63,5.24,,4.76,6.03,5.52,
typewriting,5.06,,4.59,,5.69,,4.62,,6.24,
typhoid,5.22,,4.19,,3.93,,4.39,,2.6,
typhoon,5.63,,4.79,,4.53,,5.21,,4.39,
typical,4.99,,3.26,,5.48,,3.5,,6.12,
typically,5.33,,3.1,,5.6,,3.4,,6.1,
typify,5.49,,3.16,,5.92,,3.67,,6.57,
typist,5.02,,4.51,,5.75,,4.36,,6.27,
tyrannical,5.39,,3.33,,5.42,,4.23,,5.08,
tyrannosaur,5.23,,5.59,,4.74,,5.25,,4.55,
tyranny,5.45,,3.32,,5.43,,4.14,,5.14,
tyrant,5.62,,3.71,4.83,5.41,,4.5,5,5.01,
tyre,4.58,,5.66,,5.04,,5.29,,5.01,
ubiquitous,5.3,,3.82,,5.57,,4.36,,6.2,
udder,4.71,,5.79,,4.84,,5.56,,4.66,
ugliness,5.54,,2.96,,5.63,,4.56,,5.99,
ugly,5.47,5.38,4.06,,5.17,4.26,5,,5.36,2.43
uh,5.24,,4.31,,5.13,,4.8,,5.55,
ukulele,4.95,,5.19,,5.57,,5.41,,6.63,
ulcer,5.16,6.12,4.66,5.86,4.05,4.17,4.88,5.22,3.23,1.78
ultimate,5.22,,2.96,,5.95,,3.48,,6.67,
ultimately,5.15,,3,,5.31,,3.48,,5.53,
ultrasonic,4.85,,4.9,,5.08,,5,,5.17,
ultraviolet,5.23,,4.88,,5.13,,5.07,,5.58,
umbilical,4.93,,5,,5.1,,4.8,,5.27,
umbra,4.65,,4.8,,5.11,,5.54,,6.03,
umbrella,4.63,3.68,5.87,6.6,4.97,5.42,5.63,6.05,5.63,5.16
umpire,5.2,,5.36,,5.56,,5.33,,5.85,
unable,5.45,,2.94,,4.27,,3.79,,3.66,
unabridged,4.51,,4,,5.39,,4.01,,5.69,
unacceptable,5.32,,2.96,,4.99,,3.44,,4.83,
unaccustomed,4.71,,4.79,,5.11,,5.09,,5.97,
unaffected,4.93,,2.8,,5.6,,3.22,,6.25,
unafraid,5.2,,5.05,,4.92,,5.06,,4.77,
unaid,5.05,,4.92,,5.28,,4.83,,5.72,
unanimous,5.5,,3.67,,5.01,,3.96,,4.9,
unanimously,5.27,,3.59,,5.64,,3.99,,5.92,
unanswered,5.36,,3.47,,5.27,,3.9,,5.69,
unarm,6.17,,4.91,,4.22,,5.13,,3.32,
unarmed,6.27,,4.27,,4.3,,4.67,,3.25,
unattractive,5.54,,3.36,,5.5,,4.18,,6.1,
unauthorized,5.31,,3.95,,4.44,,4.22,,4.05,
unavailable,5.22,,3.4,,4.68,,3.74,,4.45,
unavoidable,5.42,,2.97,,4.82,,3.47,,4.44,
unaware,5.71,,2.96,,4.71,,3.61,,4.3,
unbalance,4.76,,4.2,,5.3,,4.31,,5.46,
unbalanced,4.6,,4.11,,5.05,,4.54,,5.29,
unbearable,5.25,,3.34,,4.54,,4.51,,4.09,
unbecoming,5.3,,3.57,,5.19,,4.42,,5.14,
unbelievable,6.12,,3.46,,5.24,,4.57,,5.57,
unbelievably,5.59,,3.96,,5.59,,4.8,,6.17,
unborn,5.4,,4.38,,4.71,,4.78,,4.74,
unbroken,5.05,,4.64,,4.78,,5.1,,4.9,
unburned,5.04,,5.08,,4.63,,5.15,,3.8,
unbutton,4.51,,6.1,,5.1,,5.71,,5.49,
uncanny,5.25,,4.12,,5.02,,4.57,,5.2,
uncertain,5.23,,2.94,,5.35,,3.87,,5.74,
uncertainly,5.02,,4.68,,4.99,,5.06,,5.31,
uncertainty,5.08,,2.84,2.23,5.43,,3.37,2.89,5.86,
unchallenged,5.54,,3.47,,5.91,,3.99,,6.02,
unchange,5.38,,3.01,,5.44,,3.66,,5.92,
unchangeable,5.24,,3.08,,5.64,,3.7,,6.3,
unchanged,5.03,,3.32,,5.23,,3.59,,5.53,
uncharged,4.87,,4.78,,5.06,,4.7,,5.66,
uncharted,5.51,,4.32,,5.63,,4.73,,6.24,
unchecked,5.29,,3.52,,4.98,,4.05,,4.81,
uncivilized,5.45,,4.42,,5.16,,4.57,,4.85,
uncle,5.37,,4.78,6.06,5.34,,5.15,5.51,6.21,
unclean,5.18,,4.02,,4.53,,4.6,,3.66,
unclear,5.04,,3.23,,5.22,,3.53,,5.11,
uncoil,4.53,,5.56,,4.74,,5.6,,4.92,
uncollectible,5.35,,4.14,,4.67,,4.32,,4.52,
uncomfortable,5.44,,3.06,,4.37,,4.11,,3.57,
uncomfortably,5.3,,3.88,,5.19,,4.39,,5.72,
uncommon,5.12,,2.88,,4.66,,3.32,,4.67,
uncomplicated,5.15,,3.14,,5.16,,3.45,,5.18,
uncompromising,5.26,,2.9,,5.74,,3.91,,6,
unconcerned,5.47,,3.48,,5.07,,4.35,,5.2,
unconditional,5.27,,2.95,,5.43,,4.04,,5.66,
unconditioned,5.36,,3.75,,5.16,,4.2,,5.4,
unconscionable,4.98,,3.98,,4.75,,4.13,,4.83,
unconscious,5.54,,3.17,,4.52,,4.17,,4.21,
unconsciously,5.78,,2.82,,4.96,,3.88,,5.06,
unconsciousness,5.37,,3.9,,3.98,,4.54,,3.23,
unconstitutional,5.1,,3.67,,4.73,,3.92,,4.56,
uncontrollable,5.47,,3.36,,4.08,,4.21,,3.11,
uncontrolled,5.6,,3.86,,4.53,,4.15,,3.88,
uncounted,5.55,,3.71,,4.83,,4.71,,4.86,
uncouth,5.15,,4.43,,4.85,,4.81,,5.06,
uncover,4.97,,4.89,,4.71,,4.97,,4.37,
undaunted,5.39,,4.3,,5.23,,4.7,,5.22,
undecided,5.26,,3.87,,5.51,,4.21,,5.97,
undemocratic,5.18,,3.7,,5.42,,4.29,,5.56,
undeniable,5.25,,2.8,,5.54,,3.53,,5.64,
undeniably,5.28,,3.04,,5.34,,3.79,,5.22,
under,4.55,,4.24,,5.08,,4.35,,5.6,
underbrush,4.73,,6.15,4.86,4.77,,5.52,3.13,5.06,
undercut,4.69,,4.31,,5.2,,4.15,,5.42,
underdeveloped,5.11,,3.59,,5.59,,4.16,,6.11,
underestimate,5.08,,3.74,,5.41,,3.95,,5.82,
underfoot,4.52,,4.92,,4.79,,5.47,,5.15,
undergo,5.09,,3.33,,4.87,,3.59,,4.92,
undergraduate,5.57,,4.09,5.2,5.97,,4.51,5.24,6.68,
underground,4.81,,5.38,,4.62,,5.31,,4.62,
undergrowth,4.65,,6.05,,5.02,,5.36,,5.46,
underlie,4.95,,2.96,,5.65,,3.38,,6.27,
underline,4.79,,3.93,,5.28,,4.03,,5.66,
underlying,5.2,,2.96,,5.43,,3.42,,5.89,
undermine,5.58,,3.27,,5.07,,4.08,,4.52,
underneath,4.52,,5.49,,4.98,,5.2,,5.16,
undernourish,5.2,,3.7,,4.61,,4.25,,4.3,
underpay,5.33,,3.85,,5.19,,4.16,,5.51,
underprivileged,5.28,,3.08,,5.51,,4.06,,5.58,
underscore,5.16,,3.14,,5.57,,3.52,,5.94,
undersea,5.4,,5.69,,4.71,,5.62,,5.3,
underside,4.77,,5.72,,4.77,,5.27,,4.83,
undersized,4.48,,5.64,,5.06,,5.52,,5.58,
understand,5.16,,3.06,,5.6,,3.67,,5.9,
understandable,4.95,,2.93,,5.37,,3.39,,5.61,
understandably,5.04,,3.2,,5.31,,3.94,,5.55,
understanding,5.03,,3.01,2.59,5.84,,3.45,3.83,6.65,
understudy,5.12,,3.89,,5.12,,4.11,,5.17,
undertake,5.1,,2.88,,5.68,,3.46,,6.09,
undertaker,5.14,,4.6,,5,,4.91,,4.8,
undertaking,4.95,,3.17,2.94,5.8,,3.61,2.84,6.21,
undertone,5.27,,3.92,,4.86,,4.88,,4.72,
underwater,5.1,,5.97,,4.83,,5.67,,5.4,
underway,5.15,,3.85,,5.37,,4.18,,5.42,
underwear,4.31,,6.09,,5.15,,5.67,,5.76,
underweight,5.04,,4.13,,4.78,,4.65,,4.73,
underworld,5.94,,3.47,,5.28,,4.38,,5.42,
underwriter,5.01,,4.19,,4.82,,4.18,,4.45,
undesirable,5.05,,3.07,,5.12,,3.44,,5.05,
undesired,4.95,,3.5,,5.3,,3.81,,5.57,
undetected,5.05,,3.46,,5,,4.02,,5.12,
undeveloped,5.11,,4.59,,5.22,,4.66,,5.73,
undifferentiated,4.98,,4.05,,5.18,,4.08,,5.35,
undigested,4.77,,5.52,,4.75,,5.14,,3.86,
undisciplined,5.69,,3.26,,4.58,,4.32,,3.83,
undisputed,5.55,,3.52,,5.82,,4.3,,6.32,
undisturbed,4.86,,4.64,,4.64,,4.85,,4.68,
undo,5.34,,4.27,,4.78,,4.69,,4.37,
undoubtedly,5.16,,2.82,,5.66,,3.19,,6.26,
undress,4.08,,5.27,,5.08,,5.44,,5.71,
undue,5.18,,3.14,,5.06,,3.37,,5.14,
undulate,4.97,,4.9,,5.2,,5.12,,5.64,
unduly,5.03,,3.23,,4.89,,3.67,,4.87,
undying,5.81,,3.37,,5.32,,4.65,,4.81,
unearth,4.96,,5.04,,4.86,,4.93,,4.55,
unearthly,5.58,,3.68,,4.8,,4.9,,4.52,
uneasily,5.19,,4.61,,5.12,,4.92,,5.25,
uneasiness,5.35,,2.96,2.14,4.51,,4.1,4.17,3.81,
uneasy,5.52,,3.2,,4.53,,4.2,,3.76,
uneducated,5.24,,3.72,,5.2,,4.22,,4.96,
unemotional,5.62,,3.08,,5.22,,4.08,,5.43,
unemployed,5.36,,3.6,,4.51,,4.18,,4.02,
unemployment,5.13,,3.5,,4.46,,4.06,,4.02,
unending,5.51,,3.08,,5.33,,4.36,,5.49,
unequal,5.07,,2.97,,5.56,,3.35,,5.95,
unequally,5.53,,3.88,,5.06,,4.04,,5.01,
uneven,4.56,,4.43,,4.9,,4.57,,5.34,
unevenly,4.91,,3.28,,4.62,,3.66,,4.62,
uneventful,5.71,,3.24,,5.3,,4.34,,5.65,
unexpected,5.6,,3.1,,4.5,,4.06,,4.16,
unexpectedly,5.08,,3.49,,5.06,,4.3,,5.3,
unexplained,5.06,,3.26,,4.23,,4.01,,3.41,
unexplored,5.06,,5.15,,5.29,,5.23,,5.72,
unexposed,4.72,,5.12,,5.06,,5.07,,5.6,
unfair,5.05,,3.79,,4.86,,4.25,,4.79,
unfairly,5.42,,3.46,,4.95,,4.11,,4.47,
unfamiliar,4.94,,3.3,,5.35,,3.7,,5.56,
unfasten,4.67,,4.97,,4.87,,5.14,,4.98,
unfavourable,5.05,,2.93,,5.19,,3.26,,5.32,
unfinished,4.96,,4.55,,5.27,,4.82,,6.06,
unfit,5.06,,4.75,,4.62,,4.87,,3.8,
unfold,5.39,,4.36,,5.02,,4.76,,5.39,
unforesee,5.24,,2.96,,4.99,,3.37,,5.02,
unforgettable,5.79,,3.93,,6.04,,4.73,,7.15,
unfortunate,5.39,,3.41,,4.74,,4.24,,4.22,
unfortunately,5.09,,3,,5.1,,3.44,,5.24,
unfounded,5.58,,3.26,,4.73,,4,,3.98,
unfriendly,5.6,,3.82,,5.08,,4.3,,4.77,
unfulfilled,5.52,,2.86,,5.07,,4.13,,4.98,
unfurl,4.97,,5.54,,5.49,,5.46,,6.61,
ungrateful,5.23,,4.03,,5.08,,4.73,,5.49,
unhappily,5.42,,3.62,,5.3,,4.37,,5.73,
unhappiness,5.6,,3,2.2,4.26,,4.45,4.67,3.82,
unhappy,5.78,4.18,3.03,,4.82,3.34,4.56,,4.38,1.57
unharmed,5.87,,4.58,,4.26,,5.17,,3.71,
unhealthy,4.95,,4.56,,4.58,,4.84,,3.69,
unheard,5.06,,3.74,,4.96,,4.56,,5.2,
unheard-of,5.49,,4.28,,4.95,,4.94,,4.64,
unholy,5.31,,3.9,,4.95,,4.75,,5.01,
unhurried,4.74,,4.74,,5.36,,5.03,,6.11,
unhurt,5.97,,4.11,,4.39,,4.91,,3.65,
unicellular,4.81,,5.11,,4.71,,4.83,,4.45,
unicorn,5.38,,5.32,,5.48,,5.52,,5.79,
unidentified,5.62,,4.73,,4.81,,4.94,,5.26,
unification,5.75,,3.87,2.18,5.7,,4.36,3.28,5.4,
unified,5.24,,3.38,,5.67,,3.86,,6.08,
uniform,5.1,,5.96,5.77,5.05,,5.61,5.97,5.4,
uniformity,5.08,,2.99,,5.68,,3.48,,6.37,
uniformly,4.67,,3.89,,5.22,,4.12,,5.61,
unify,5.51,,3.98,,5.53,,4.43,,5.32,
unifying,5.24,,3.01,,5.77,,3.71,,6.41,
unimportant,5.17,,2.98,,5.69,,3.71,,6.46,
uninformed,5.13,,3.17,,5.64,,3.59,,5.99,
uninhabited,5.03,,4.77,,5.01,,4.94,,5.49,
uninhibited,5.59,,3.26,,5.03,,4.13,,4.77,
unintelligible,4.84,,3.86,,4.83,,4.36,,5,
uninterested,5.8,,3.22,,5.48,,3.82,,5.71,
uninteresting,5.1,,3.44,,5.61,,4.08,,6.62,
uninterrupted,5.53,,3.92,,4.83,,4.31,,4.61,
union,5.48,,3.97,4.63,5.03,,4.3,5.32,4.63,
unionist,5.7,,3.7,,4.71,,4.32,,3.95,
unique,5.2,,2.98,,6,,3.46,,6.9,
uniquely,5.35,,3.15,,5.92,,3.63,,6.84,
uniqueness,5.29,,3.08,,5.75,,3.77,,6.62,
unison,5.36,,4.63,,5.59,,5,,6.59,
unit,4.45,3.75,3.95,3.6,5.33,5.11,3.91,3.43,5.8,5.59
unitary,4.87,,3.74,,5.27,,4.09,,5.51,
unite,5.75,,3.78,,5.29,,4.32,,4.85,
unity,5.29,,3.43,,5.75,,4.05,,5.94,
universal,5.17,,2.84,,5.67,,3.63,,6.11,
universally,5.27,,2.92,,5.36,,3.47,,5.64,
universe,5.24,,3.96,,5.49,,4.44,,6.56,
university,5.76,,4.08,5.49,6.24,,4.55,6.43,7.08,
unjust,5.15,,3.14,,5.21,,4.08,,5.03,
unjustified,5.77,,3.28,,4.51,,3.74,,3.37,
unkempt,5.04,,4.52,,4.9,,4.91,,4.94,
unkind,5.87,,4.03,,5.2,,5.05,,5.12,
unknowingly,5.56,,3.56,,4.84,,4.53,,4.73,
unknown,5.78,,3.38,2.06,5.83,,4.14,3.03,6.69,
unlawful,5.35,,3.89,,4.55,,4.31,,4.04,
unlearn,4.88,,3.39,,5.11,,3.76,,5.11,
unlearned,5.7,,3.39,,5.06,,3.98,,4.99,
unleash,5.77,,3.4,,4.57,,4.25,,3.93,
unless,5.22,,3.08,,5.33,,3.39,,5.52,
unlike,5.12,,2.98,,5.9,,3.45,,6.72,
unlikely,5.14,,2.85,,5.35,,3.26,,5.61,
unlimited,5.38,,3.16,,5.98,,3.69,,6.64,
unload,4.85,,5.66,,5.22,,5.27,,5.76,
unlock,4.54,,5.53,,4.78,,5.33,,4.94,
unlucky,5.61,,3.39,,5.26,,4.46,,5.2,
unmanageable,5.51,,3.67,,4.74,,4.4,,4.62,
unmanned,5.27,,4.57,,5.38,,4.94,,6.24,
unmarked,4.74,,5.24,,4.75,,5.11,,4.67,
unmarried,5.86,,4.22,,5.48,,4.75,,5.94,
unmatched,5.28,,3.98,,5.81,,4.51,,6.8,
unmistakable,5.24,,3.92,,5.1,,4.44,,5.04,
unmistakably,5.51,,3.7,,5.23,,4.73,,5.11,
unmove,4.89,,4.85,,4.5,,5.11,,4.57,
unmoved,5.22,,3.81,,4.79,,4.66,,4.65,
unnatural,5.28,,4.55,,4.77,,4.89,,4.35,
unnaturally,4.49,,5.62,,5.12,,5.46,,5.89,
unnecessarily,5.63,,3.21,,5.12,,3.73,,4.96,
unnecessary,5.2,,3.22,,5.18,,3.57,,5.31,
unnoticed,5.16,,3.24,,4.47,,4.11,,4.31,
unoccupied,4.77,,4.27,,4.9,,4.36,,4.7,
unofficial,5.41,,4.1,,5.15,,4.36,,5.15,
unopened,4.79,,5.22,,5.18,,5.07,,5.63,
unpack,4.37,,5.69,,5.18,,5.51,,6.04,
unpaid,5.24,,3.91,,5,,4.12,,5.15,
unpainted,4.07,,6,,5.08,,5.57,,5.45,
unparalleled,5.44,,3.28,,5.51,,4.32,,5.66,
unpaved,4.41,,5.48,,5.02,,5.27,,5.2,
unpleasant,5.68,,2.83,,4.22,,4.1,,3.26,
unpleasantness,5.8,,2.83,2.54,4.36,,4.09,4.31,3.61,
unplug,5.08,,5.27,,4.78,,5.25,,4.8,
unpopular,5.64,,3.65,,5.3,,4.18,,4.9,
unprecedented,5.55,,3.27,,4.97,,4,,4.64,
unpredictable,5.36,,2.89,,5.23,,3.36,,5.73,
unprepared,5.86,,3.53,,5.29,,4.23,,5.18,
unprotected,5.53,,4.5,,4.44,,4.87,,3.82,
unqualified,5.24,,3.45,,5.17,,3.73,,5.13,
unquestionably,5.26,,3.09,,5.74,,3.84,,6.26,
unravel,5.1,,3.04,,5.7,,3.74,,6.36,
unreal,5.54,,3.25,,5.21,,4.49,,5.39,
unrealistic,5.2,,3.09,,5.32,,3.81,,5.45,
unreasonable,5.05,,3.55,,4.66,,3.97,,4.42,
unrelated,5.4,,2.97,,5.57,,3.21,,6.02,
unreliable,5.56,,4.57,,4.69,,4.7,,3.99,
