"","term","semd","prop"
"331","гамбургер",0.427618540224996,0.00270786095297131
"332","семінар",0.385087063150041,0.00234898781462571
"333","гараж",0.432728118104168,0.00859664290491493
"334","баланс",0.431484805983127,0.00748739865911946
"335","гармонія",0.39172870602456,0.00172911603021059
"336","привабливий",0.397933131215267,0.0066391530593935
"337","гарний",0.392321834174778,0.127481526189583
"338","лесбійський",0.350350381610265,0.000293623476828214
"339","гей",0.396529165815651,0.343833091365839
"340","кокаїн",0.371195775441378,0.00853139324339755
"341","героїн",0.36160526940403,0.00559515847511541
"342","заслуговувати",NA,0
"343","гідний",0.403945471798576,0.00893920362788118
"344","гордість",0.411823956465099,0.0130173074727175
"345","гідність",0.391259080520599,0.00628027992104791
"346","піаніно",0.388158082872558,0.0101463223659527
"347","гітара",0.383056337691342,0.00295254718366148
"348","національний",0.40817007211648,0.00637815441332398
"349","глобальний",0.449273123523528,0.000831933184346606
"350","сліпий",0.398543275546017,0.0112555666117482
"351","глухий",0.424229100379377,0.0140939268877543
"352","оголений",0.406482131820527,0.000734058692070535
"353","голий",0.393896408256789,0.00696540136698041
"354","втомлений",0.392935340083452,0.00569303296739148
"355","голодний",0.396872359163719,0.0340603233120728
"356","більшість",0.413397459305662,0.0643851035022756
"357","голосувати",0.403104049062819,0.00499159910607964
"358","марафон",0.427161985943244,0.00213692641469422
"359","гонка",0.555794388180482,0.00181067810710732
"360","пагорб",0.452790144355089,0.00469797562925142
"361","гора",0.470486398876026,0.011435003180921
"362","мавпа",0.44976548614503,0.00797677112049981
"363","горила",0.403516302311864,0.00163124153793452
"364","віскі",0.380742243103671,0.0266544867298501
"365","горілка",0.381430848467825,0.00433910249090583
"366","грати",0.399670901558205,0.0888700389866728
"367","гра",0.408764054653613,0.0679412100549728
"368","красти",0.394166101909667,0.0134414302725805
"369","грабувати",0.408311401861582,0.00541572190594261
"370","тренер",0.445293643454716,0.0167528505945875
"371","гравець",0.397167435219333,0.0138329282416847
"372","кілограм",0.411692005118038,0.00349085689117988
"373","гран",0.426439969960562,0.000831933184346606
"374","барон",0.502157758903285,0.00285467269138541
"375","графиня",0.390422052015746,0.0020553643377975
"376","римський",0.421487642914495,0.00254473679917785
"377","грецький",0.396159967241116,0.00189224018400405
"378","блискавка",0.428795607515445,0.00893920362788118
"379","грім",0.42161869395014,0.00734058692070535
"380","готівка",0.386318346793286,0.00639446682870333
"381","гроші",0.383350994781918,0.264881000929808
"382","листопад",0.443459651851546,0.00241423747614309
"383","грудень",0.464139974482436,0.00295254718366148
"384","шлунок",0.415474105514953,0.00949382575077892
"385","груди",0.449016584400352,0.0252842438379851
"386","банда",0.447481475522054,0.0133598681956837
"387","група",0.42266791049126,0.0389051106797383
"388","оркестр",0.42172933117661,0.00468166321387208
"389","пропозиція",0.389606887883044,0.0281878537755085
"390","давати",0.407219502363217,0.0271112343604718
"391","близько",0.420000091878239,0.111788982594653
"392","далеко",0.45725739084661,0.119912565453567
"393","комплімент",0.368459234809222,0.0107988189811265
"394","дар",0.454274969101026,0.0221359476697715
"395","вікно",0.39150884766454,0.0432279007552648
"396","танк",0.422621995159374,0.00433910249090583
"397","двигун",0.442517093594774,0.0177642203481069
"398","свобода",0.440857070864792,0.0138655530724434
"399","демократія",0.389308384382616,0.00305042167593756
"400","протест",0.429311922369127,0.00507316118297636
"401","демонстрація",0.415846298765476,0.0032461706604897
"402","стрес",0.380087003635986,0.0130009950573381
"403","депресія",0.376924097147487,0.00678596479780761
"404","кущ",0.397151916951414,0.00202273950703881
"405","дерева",0.437119984439044,0.0324943314356557
"406","федеральний",0.384548186870464,0.00557884605973607
"407","держава",0.408565175909006,0.0053015349982872
"408","деінде",0.38880285553399,0.0139634275647195
"409","десь",0.39617167161354,0.193367371906758
"410","століття",0.411645431486388,0.0209451413470793
"411","десятиліття",0.421577502632746,0.00466535079849273
"412","агент",0.461787095479288,0.0335220136045544
"413","детектив",0.476789825238246,0.0307978402362038
"414","мужність",0.419898906914632,0.00729164967456731
"415","детермінація",NA,0
"416","дорогий",0.409509113553732,0.0236856271308093
"417","дешевий",0.387381769167972,0.00489372461380357
"418","ромео",0.420596290573511,0.00680227721318696
"419","джульєтта",0.384492452932652,0.00336035756814512
"420","відбиток",0.382108780048845,0.0051220984291144
"421","дзеркало",0.384772281637297,0.0165407891946561
"422","подивитися",0.392785378324212,0.08046914506631
"423","дивитися",0.399276736265939,0.0874345464332904
"424","незвичайний",0.405587212436316,0.00424122799862976
"425","дивний",0.415392326185369,0.033783012250624
"426","дивовижний",0.428484529469452,0.0100484478736767
"427","порох",0.444611895601255,0.00603559369035773
"428","динаміт",0.410603166875052,0.00336035756814512
"429","виробник",0.386149209132086,0.00190855259938339
"430","директор",0.4676222297406,0.0246969968843287
"431","маля",0.477710834740929,0.0064923413209794
"432","дитина",0.396319806793949,0.122000554622123
"433","молодь",0.40339688544258,0.00853139324339755
"434","дитинство",0.393554158351794,0.0107988189811265
"435","ангел",0.462779286275004,0.00769946005905094
"436","диявол",0.401008608292686,0.0186940280247296
"437","хлопчики",0.399654099729843,0.0154641697796193
"438","дівчата",0.375666991395096,0.0846451234034223
"439","активний",0.437411001504592,0.00283836027600607
"440","діяльність",0.413956807081014,0.00779733455132701
"441","вершина",0.449455155043225,0.00234898781462571
"442","дно",0.447944236452108,0.018808214932385
"443","здравствуйте",0.367707663183583,0.00523628533676982
"444","до побачення",NA,0
"445","волонтер",0.393153034321931,0.0011908063226922
"446","добровільно",0.406441951913676,0.00781364696670636
"447","короткий",0.470218696056427,0.0114023783501623
"448","довго",0.403592849096347,0.189289268061922
"449","розмір",0.404881630213757,0.018286217640246
"450","довжина",0.421974676142882,0.00197380226090077
"451","повага",0.388955070733874,0.00508947359835571
"452","більше",0.401241577422432,0.628354240412378
"453","додатковий",0.422210595316078,0.00600296885959904
"454","дозволяти",0.395863745957529,0.0054483467367013
"455","дозволяє",0.42430328124211,0.0212224524085281
"456","докази",0.394878621693462,0.0483989364305173
"457","доказ",0.399825809910622,0.0266381743144707
"458","хірург",0.36976022823983,0.00626396750566856
"459","доктор",0.502844571146172,0.0655595974095884
"460","управляти",0.381848080218704,0.00257736162993654
"461","документ",0.419846786278575,0.00911864019705398
"462","фунт",0.491974164175655,0.00226742573772899
"463","долар",0.392357549005032,0.0107009444888505
"464","пустеля",0.464994032873939,0.0044369769831819
"465","долина",0.440511978431904,0.00491003702918291
"466","фатум",0.391715408983613,0.000570934538277083
"467","доля",0.435462336260962,0.044891767123958
"468","довідка",0.385479829310634,0.00127236839958893
"469","допомагати",0.389765190657279,0.0344681336965564
"470","підтримка",0.399903086037037,0.0146811738414107
"471","допомога",0.398233311372656,0.110483989364305
"472","маршрут",0.456653440221136,0.0108477562272646
"473","доріжка",0.421607344502415,0.0018759277686247
"474","ідеальний",0.38869790112912,0.0247459341304667
"475","досконалий",0.417448864510675,0.00275679819910934
"476","аналітик",0.389520249826775,0.00161492912255518
"477","дослідник",0.443186779051544,0.00212061399931488
"478","досить",0.400580163931108,0.267882485359607
"479","достатньо",0.417989788848601,0.114268469732313
"480","досягати успіху",NA,0
"481","прибуток",0.403683345563656,0.00957538782767564
"482","дохід",0.402657553699993,0.00371923070649071
"483","пінг",0.404085995022804,0.000424122799862976
"484","дрібний",0.397506393695125,0.00471428804463077
"485","кабель",0.461766757774663,0.00367029346035267
"486","дріт",0.410393917654981,0.00538309707518392
"487","колега",0.377894009912457,0.010537820335057
"488","друг",0.502122422253329,0.169975368252777
"489","відносини",0.392085086826666,0.0133924930264424
"490","дружба",0.443231032588895,0.0117938763192666
"491","чоловік",0.399122931073925,0.242484054613967
"492","дружина",0.39442868525223,0.127008466143582
"493","ввічливий",0.400251407823137,0.00231636298386702
"494","дружній",0.40351539609287,0.00350716930655922
"495","надзвичайно",0.417560229245486,0.0374859305417353
"496","дуже",0.404348612223802,0.755705267278926
"497","розглядати",0.402894764863987,0.00360504379883529
"498","думати",0.392783720686053,0.0986574882142799
"499","божевілля",0.385605670963773,0.0514982953525929
"500","дурість",0.389288478466908,0.012381123272923
"501","наївний",0.399430002815554,0.00298517201442018
"502","дурний",0.402011965732764,0.0366050601112507
"503","душа",0.456997986475577,0.0280247296217151
"504","дух",0.466742790372973,0.0359525634960769
"505","упертий",0.3902023198511,0.00296885959904083
"506","егоїстичний",0.372008515751209,0.0025610492145572
"507","модний",0.406688979122586,0.00296885959904083
"508","елегантний",0.401625329652702,0.00203905192241815
"509","струм",0.434530640745004,0.00396391693718089
"510","електрика",0.398715431029352,0.00520366050601113
"511","магнітний",0.389415806103231,0.000685121445932499
"512","електричний",0.416690251384886,0.00378448036800809
"513","фактор",0.438257898240803,0.00246317472228113
"514","елемент",0.43630053983065,0.00479585012152749
"515","психічний",0.404029606506329,0.00251211196841916
"516","емоційний",0.39844773012419,0.00597034402884035
"517","потужність",0.44110922321604,0.00577459504428821
"518","енергія",0.42120406959323,0.0114186907655417
"519","чума",0.44246180901733,0.00442066456780255
"520","епідемія",0.396087743839332,0.0025610492145572
"521","серія",0.417559266084618,0.0110924424579547
"522","епізод",0.433774663634898,0.00892289121250183
"523","вплив",0.433039599068881,0.0153336704565845
"524","ефект",0.42676493372056,0.00991794855064189
"525","корисний",0.395933050377099,0.00495897427532095
"526","ефективний",0.415413992595402,0.00176174086096928
"527","жалкий",0.242740231720416,0.00040781038448363
"528","жалюгідний",0.393375918438254,0.0116633769962318
"529","трюк",0.44185513043877,0.0136534916725119
"530","жарт",0.392542301091153,0.05954031613461
"531","страшний",0.404580262852035,0.014224426210789
"532","жахливий",0.402381949804001,0.0336198880968305
"533","художник",0.450874573905308,0.0106520072427124
"534","живопис",0.421051610347223,0.00115818149193351
"535","вдова",0.445598246850431,0.00614978059801315
"536","жінка",0.390279918219688,0.156745999380128
"537","чоловічий",0.409769212070668,0.00601928127497839
"538","жіночий",0.406917677511174,0.00668809030553154
"539","вересень",0.419526937018058,0.00247948713766047
"540","жовтень",0.420560962779908,0.00282204786062672
"541","червоний",0.405420036165242,0.0256268045609513
"542","жовтий",0.401078475065718,0.00755264832063684
"543","міцний",0.412735493831582,0.01195700047306
"544","жорсткий",0.409262748242706,0.00538309707518392
"545","брутальний",0.376774452814296,0.000799308353587916
"546","жорстокий",0.414530570743065,0.010113697535194
"547","зло",0.447420381139101,0.0242239368383277
"548","жорстокість",0.41852945381313,0.0059866564442197
"549","проковтнути",0.42355569978533,0.00287098510676476
"550","жувати",0.396234000966197,0.0028872975221441
"551","плейбой",0.39584684618783,0.00151705463027911
"552","журнал",0.433479687681526,0.0141591765492717
"553","репортер",0.422762380399187,0.00683490204394565
"554","журналіст",0.396302320435653,0.00701433861311844
"555","дотепний",0.375439219313972,0.00243054989152244
"556","забавний",0.374271903111725,0.000668809030553154
"557","заборонений",0.407294368413074,0.004110728675595
"558","забороняти",0.37768060990905,0.00078299593820857
"559","природно",0.409348073753207,0.0128378709035447
"560","загалом",0.398592191257599,0.0249253706996395
"561","назва",0.411382726904528,0.0230005056848768
"562","заголовок",0.456640058561393,0.00275679819910934
"563","відновлювати",0.398986827999598,0.000897182845863987
"564","загоюватися",NA,0
"565","нормально",0.458157661796147,0.146159241798933
"566","зазвичай",0.396893905479224,0.0931765166468199
"567","кінець",0.406305237985862,0.162618468916692
"568","закінчити",0.396997868450371,0.0386277996182895
"569","незаконний",0.406141186044362,0.00172911603021059
"570","законний",0.416174653037017,0.00308304650669625
"571","відкриття",0.413203086338815,0.0199990212550772
"572","закриття",0.40206794021373,0.00561147089049476
"573","перебування",0.424233624358535,0.0102115720274701
"574","уважність",0.388379009489064,0.000521997292139047
"575","залучати",0.409438415068859,0.0018759277686247
"576","замінити",0.390854940802512,0.0172911603021059
"577","замінник",0.373160717098503,0.00040781038448363
"578","палац",0.427970703526185,0.0125116225959578
"579","замку",0.429664007277972,0.0202110826550087
"580","ключ",0.472056309681526,0.0477953770614815
"581","замок",0.473856746760172,0.0260998646069523
"582","розтопити",0.418765764041442,0.000913495261243332
"583","заморожувати",0.392242405392508,0.000244686230690178
"584","забути",0.389160961857929,0.0552827757206009
"585","запам'ятати",0.399350373503573,0.00982007405836582
